한글,영어,일어
직렬 전송,serial transmission,
직렬,series,
계열,series,
수열,series,
직렬,series,
계열,series,
수열,series,
직렬,series,
계열,series,
수열,series,
계열 극한,series limit,
직렬 반응,series reaction,
혈청,serum,
설정값추적 제어,servo control,
설정값추적 조작 제어기,servo operated controller,
설정값추적 문제,servo problem,
설정값추적 기구,servomechanism,
설정값추적 메커니즘,servomechanism,
설정값추적 기구,servomechanism,
설정값추적 메커니즘,servomechanism,
앉은 방울,sessile drop,
경화,setting,
설정,setting,
경화,setting,
설정,setting,
경화 시간,setting time,
응고 시간,setting time,
경화 시간,setting time,
응고 시간,setting time,
침강기,settler,
침강기 농축 인자,settler concentration factor,
침강,settling,
침강 분리,settling separation,
침강 탱크,settling tank,
침강 시간,settling time,
침강 속도,settling velocity,
가혹도 인자,severity factor,
하수,sewage,
하수 처분,sewage disposal,
하수 배수기,sewage ejector,
하수 정화,sewage purification,
하수 처리,sewage treatment,
하수거,sewer,
하수도,sewerage,
육종,sextet,
육중항,sextet,
육종,sextet,
육중항,sextet,
그늘짐,shadowing,
축,shaft,
진동 스크린,shaking screen,
쉐논 정리,Shannon's theorem,
형상 계수,shape coefficient,
형상 인자,shape factor,
공유 전자,shared electron,
예리 지수,sharpness index,
면찰,shear,
전단,shear,
면찰,shear,
전단,shear,
전단 변형,shear deformation,
면찰 변형,shear deformation,
전단 변형,shear deformation,
면찰 변형,shear deformation,
전단 흐름,shear flow,
면찰 흐름,shear flow,
전단 흐름,shear flow,
면찰 흐름,shear flow,
면찰 속도,shear rate,
전단 속도,shear rate,
면찰 속도,shear rate,
전단 속도,shear rate,
면찰 강도,shear strength,
전단 강도,shear strength,
면찰 강도,shear strength,
전단 강도,shear strength,
면찰 응력,shear stress,
전단 응력,shear stress,
면찰 응력,shear stress,
전단 응력,shear stress,
면찰 구조,shear structure,
전단 구조,shear structure,
면찰 구조,shear structure,
전단 구조,shear structure,
면찰 농화,shear thickening,
면찰 진해짐,shear thickening,
면찰 농화,shear thickening,
면찰 진해짐,shear thickening,
면찰 묽어짐,shear thinning,
면찰 담화,shear thinning,
면찰 묽어짐,shear thinning,
면찰 담화,shear thinning,
면찰 점도,shear viscosity,
전단 점도,shear viscosity,
면찰 점도,shear viscosity,
전단 점도,shear viscosity,
면찰,shearing,
전단,shearing,
면찰,shearing,
전단,shearing,
판꼴 성형 혼합물,sheet molding compound,
판금화,sheeting,
껍질,shell,
원통,shell,
껍질,shell,
원통,shell,
쉘 운동량 수지,shell momentum balance,
통쪽 계수,shellside coefficient,
통쪽 두께,shellside thickness,
셔L 수,Sherwood number,
차폐물,shield,
차폐,shield,
차폐물,shield,
차폐,shield,
차폐,shielding,
차폐 효과,shielding effect,
교대,shift,
변위,shift,
옮김,shift,
이동,shift,
교대,shift,
변위,shift,
옮김,shift,
이동,shift,
교대,shift,
변위,shift,
옮김,shift,
이동,shift,
교대,shift,
변위,shift,
옮김,shift,
이동,shift,
변위 인자,shift factor,
변위 반응,shift reaction,
변위 시약,shift reagent,
보정 코일,shimming coil,
선적,shipping,
충격 전선,shock front,
충격 점화,shock ignition,
충격 부하,shock load,
공장 제작,shop fabrication,
쇼어 경도,Shore hardness,
샤워 꼭지,shower head,
수축성 막,shrinkable film,
수축성 휠름,shrinkable film,
수축성 막,shrinkable film,
수축성 휠름,shrinkable film,
수축,shrinkage,
수축률,shrinkage,
수축,shrinkage,
수축률,shrinkage,
수축 허용도,shrinkage allowance,
수축 균열,shrinkage crack,
수축 응력,shrinkage stress,
수축 입자,shrinking particle,
수축성 입자,shrinking particle,
수축 입자,shrinking particle,
수축성 입자,shrinking particle,
운전정지 절차,shutdown procedure,
셔틀,shuttle,
왕복체,shuttle,
왕복,shuttle,
셔틀,shuttle,
왕복체,shuttle,
왕복,shuttle,
셔틀,shuttle,
왕복체,shuttle,
왕복,shuttle,
낫모양 적혈구 빈혈증,sickle cell anemia,
보조 되끓이개,side reboiler,
체,sieve,
체질,sieving,
관찰 유리창,sight glass,
씨그마 결합,sigma bond,
씨그마 착물,sigma complex,
씨그마 전자,sigma electron,
씨그마 결합 재배열,sigmatropic rearrangement,
신호,signal,
신호 지연 시간,signal delay time,
신호 전달,signal transmission,
씰라놀,silanol,
소음기,silencer,
방음기,silencer,
소음기,silencer,
방음기,silencer,
침묵 돌연변이,silent mutation,
규산,silica,
씰리카,silica,
규산,silica,
씰리카,silica,
규석 벽돌,silica brick,
씰리카 시멘트,silica cement,
규산 유리,silica glass,
규사염 클링커,silicate clinker,
규산염 공업,silicate industry,
규산질 점토,siliceous clay,
씰리싸이드,silicide,
규소,silicon,
씰리콘,silicon,
규소,silicon,
씰리콘,silicon,
씰리콘 적층성장,silicon epitaxy,
유기 규소 중합체,silicone,
규소 수지,silicone resin,
씰리콘 수지,silicone resin,
규소 수지,silicone resin,
씰리콘 수지,silicone resin,
규페증,silicosis,
싸일로,silo,
닮음,similarity,
상사성,similarity,
닮음,similarity,
상사성,similarity,
상사 변화,similarity transform,
단순 회전축,simple axis,
단순 입방 격자,simple cubic lattice,
단순 유전체,simple dielectric,
단순 효소 반응,simple enzyme reaction,
단순 신장,simple extension,
단순 섬유 구조,simple fiber structure,
단순 유체,simple fluid,
단순 격자,simple lattice,
단순 면찰,simple shear,
단순 전단,simple shear,
단순 면찰,simple shear,
단순 전단,simple shear,
단순 면찰 흐름,simple shear flow,
단순 단위 세포,simple unit cell,
단식 펌프,simplex pump,
단식 푸레,simplex pump,
단식 펌프,simplex pump,
단식 푸레,simplex pump,
간략화 확산계수,simplified diffusivity,
씸슨 규칙,Simpson's rule,
흉내,simulation,
시늉,simulation,
모사,simulation,
흉내,simulation,
시늉,simulation,
모사,simulation,
흉내,simulation,
시늉,simulation,
모사,simulation,
동시 수렴,simultaneous convergence,
동시 반응,simultaneous reaction,
동시 반사,simultaneous reflection,
싸인 곡선,sine curve,
단일 결합,single bond,
단일 통로 분석기,single channel analyzer,
단일 효용 증발기,single effect evaporator,
단일 전극 전위,single electrode potential,
단일 요소 등,single element lamp,
단일 엑시톤,single exiton,
단일 유체,single fluid,
단일 집중 질량 분석계,single focusing mass spectrometer,
단일 반응,single reaction,
단일 반응기,single reactor,
단일 속도 변동 양식,single speed floating mode,
단일 나사 압출기,single-screw extruder,
단일 나사형 압출기,single-screw extruder,
단일 나사 압출기,single-screw extruder,
단일 나사형 압출기,single-screw extruder,
단일선,singlet,
단일항,singlet,
단일선,singlet,
단일항,singlet,
특이 살짝흔듦,singular perturbation,
특이 섭동,singular perturbation,
특이 살짝흔듦,singular perturbation,
특이 섭동,singular perturbation,
수채,sink,
수채통,sink,
씽크,sink,
수채,sink,
수채통,sink,
씽크,sink,
수채,sink,
수채통,sink,
씽크,sink,
씽크 헤드,sink head,
씬터,sinter,
소결,sinter,
씬터,sinter,
소결,sinter,
소결 유리 휠터,sintered glass filter,
소결 유리 여과기,sintered glass filter,
소결 유리 휠터,sintered glass filter,
소결 유리 여과기,sintered glass filter,
싸인파 입력,sinusoidal input,
싸인파 응답,sinusoidal response,
싸이훤,siphon,
싸이훤 조작,siphoning operation,
자매 염색분체,sister chromatid,
부지 선정,site selection,
부지 조사,site survey,
크기,size,
섬도,size,
싸이즈,size,
입도,size,
치수,size,
크기,size,
섬도,size,
싸이즈,size,
입도,size,
치수,size,
크기,size,
섬도,size,
싸이즈,size,
입도,size,
치수,size,
크기,size,
섬도,size,
싸이즈,size,
입도,size,
치수,size,
크기,size,
섬도,size,
싸이즈,size,
입도,size,
치수,size,
입도 분석,size analysis,
크기 분포,size distribution,
입도 분포,size distribution,
크기 분포,size distribution,
입도 분포,size distribution,
입도 분포 법칙,size distribution law,
크기 확대,size enlargement,
크기별 배제 크로마토그래프법,size exclusion chromatography,
크기 축소,size reduction,
치수 제한,size restriction,
입도 분리,size separation,
치수 안정성,size stability,
섬도 검사,size test,
치수 검사,size test,
섬도 검사,size test,
치수 검사,size test,
정립기,sizer,
크기측정기,sizer,
풀칠기,sizer,
선별기,sizer,
정립기,sizer,
크기측정기,sizer,
풀칠기,sizer,
선별기,sizer,
정립기,sizer,
크기측정기,sizer,
풀칠기,sizer,
선별기,sizer,
정립기,sizer,
크기측정기,sizer,
풀칠기,sizer,
선별기,sizer,
싸이징,sizing,
입자선별,sizing,
크기결정,sizing,
풀칠,sizing,
싸이징,sizing,
입자선별,sizing,
크기결정,sizing,
풀칠,sizing,
싸이징,sizing,
입자선별,sizing,
크기결정,sizing,
풀칠,sizing,
싸이징,sizing,
입자선별,sizing,
크기결정,sizing,
풀칠,sizing,
싸이징 조절 밸브,sizing control valve,
싸이징 조절 여닫개,sizing control valve,
싸이징 조절 밸브,sizing control valve,
싸이징 조절 여닫개,sizing control valve,
골격 재배열,skeletal rearrangement,
개략도,sketch,
스케치,sketch,
개략도,sketch,
스케치,sketch,
비틀린 보트 형태,skew boat conformation,
미끄러진 자국,skid mark,
탈지 우유,skim milk,
스키머,skimmer,
스키밍 탱크,skimming tank,
표면 깊이,skin depth,
표면 항력,skin drag,
표면 마찰,skin friction,
광재,slag,
슬랙,slag,
광재,slag,
슬랙,slag,
광재 씨멘트,slag cement,
슬래그 씨멘트,slag cement,
광재 씨멘트,slag cement,
슬래그 씨멘트,slag cement,
광니화,slagging,
슬래그화,slagging,
광니화,slagging,
슬래그화,slagging,
소화,slaking,
사면 배양,slant culture,
경사면 배양,slant culture,
사면 배양,slant culture,
경사면 배양,slant culture,
슬레일 컴베이어,slate conveyor,
종속 제어기,slave controller,
미끄럼 콤베이어,slide conveyor,
슐라이드 유리,slide glass,
미끄럼 밸브,slide valve,
미끄럼 접촉,sliding contact,
미끄럼 마찰,sliding friction,
미끄럼 운동,sliding motion,
미끄럼 속도,sliding speed,
슐라임 분리기,slime separator,
누출,slip,
미끄럼,slip,
누출,slip,
미끄럼,slip,
슬 밴드,slip band,
미끄럼 인자,slip factor,
미끄럼 흐름,slip flow,
미끄럼 속도,slip velocity,
프로펠러 후류,slipstream,
후류,slipstream,
프로펠러 후류,slipstream,
후류,slipstream,
슬,slit,
실틈,slit,
틈새,slit,
슬,slit,
실틈,slit,
틈새,slit,
슬,slit,
실틈,slit,
틈새,slit,
분산 유류,slop oil,
기울기,slope,
사면,slope,
기울기,slope,
사면,slope,
길쭉한 구멍,slot,
슬slot,
길쭉한 구멍,slot,
슬slot,
느린 중성자,slow neutron,
저속 열분해,slow pyrolysis,
저속 열분해반응,slow pyrolysis,
저속 열분해,slow pyrolysis,
저속 열분해반응,slow pyrolysis,
느린 반응,slow reaction,
저속 반응,slow reaction,
느린 반응,slow reaction,
저속 반응,slow reaction,
슬러지,sludge,
슬러지 소화,sludge digestion,
슬러지 추출기,sludge extractor,
슬러지 순환,sludge recycle,
슬러지 체류 시간,sludge retention time,
슬러지 반송,sludge return,
슬럭,slug,
슬러깅,slugging,
슬루스 밸브,sluice valve,
슬루스 여닫개,sluice valve,
슬루스 밸브,sluice valve,
슬루스 여닫개,sluice valve,
슬러리 촉매,slurried catalyst,
슬러리,slurry,
슬러리 푸레,slurry pump,
슬러리 펌프,slurry pump,
슬러리 푸레,slurry pump,
슬러리 펌프,slurry pump,
녹방지기름,slush,
폐유,slush,
녹방지기름,slush,
폐유,slush,
스W 상태,smectic state,
제련 가스,smelter gas,
용융제련,smelting,
스모그,smog,
스목,smog,
스모그,smog,
스목,smog,
연기,smoke,
연기 배출,smoke emission,
연기 휠터,smoke filter,
연기 여과기,smoke filter,
연기 휠터,smoke filter,
연기 여과기,smoke filter,
연기 검사,smoke test,
무연 화약,smokeless powder,
매끈한 관,smooth pipe,
평활도,smoothness,
사회생물학,sociobiology,
사회경제학,socioeconomics,
탄산나트륨,soda ash,
소다 석회,soda lime,
토양 오염물질,soil contaminant,
토양 침식,soil erosion,
토양 비옥도,soil fertility,
토양 미생물학,soil microbiology,
지질 조사보고서,soil report,
지질 보고서,soil report,
지질 조사보고서,soil report,
지질 보고서,soil report,
쏠,sol,
졸,sol,
쏠,sol,
졸,sol,
태양 고도,solar altitude,
태양 전지,solar cell,
태양열 집열기,solar collector,
태양열 집열판,solar collector,
태양열 집열기,solar collector,
태양열 집열판,solar collector,
태양열 집열기 효율,solar collector efficiency,
태양열 상수,solar constant,
태양열 증류,solar distillation,
태양열 건조,solar drying,
태양 에너지,solar energy,
태양열 에너지,solar energy,
태양 에너지,solar energy,
태양열 에너지,solar energy,
일광 증발,solar evaporation,
태양열 증발,solar evaporation,
일광 증발,solar evaporation,
태양열 증발,solar evaporation,
태양열 난방,solar heating,
태양열 자연 난방,solar passive heating,
태양열 복사,solar radiation,
태양열 복사량,solar radiation,
태양열 복사,solar radiation,
태양열 복사량,solar radiation,
납땜,soldering,
납땜질,soldering,
납땜,soldering,
납땜질,soldering,
쏠레노이드,solenoid,
쏠레노이드 브레이크,solenoid brake,
고체,solid,
고형물,solid,
고체,solid,
고형물,solid,
고체 압축률,solid compressibility,
고형물 농도,solid concentration,
고형물 탈수,solid dewatering,
고체 마찰,solid friction,
고체 연료,solid fuel,
분체 분사 기관,solid injection engine,
고형물 체류 신간,solid retention time,
고상 지지체,solid support,
고형화,solidification,
고화,solidification,
응고,solidification,
고형화,solidification,
고화,solidification,
응고,solidification,
고형화,solidification,
고화,solidification,
응고,solidification,
용해도,solubility,
용해도 곡선,solubility curve,
용해도 선도,solubility diagram,
용해도 간격,solubility gap,
용해도 매개변수,solubility parameter,
가용성 알루미나,soluble alumina,
가용성 씰리카,soluble silica,
용질,solute,
용액,solution,
용액 중합,solution polymerization,
용액 중합반응,solution polymerization,
용액 중합,solution polymerization,
용액 중합반응,solution polymerization,
용액 저항,solution resistance,
용액 탱크,solution tank,
용해 탱크,solution tank,
용액 탱크,solution tank,
용해 탱크,solution tank,
용매화 전자,solvated electron,
용매화 에너지,solvating energy,
용매화,solvation,
용매화 층,solvation sheath,
용매화 변색 효과,solvatochromic effect,
용매화 변색 현상,solvatochromism,
용제,solvent,
용매,solvent,
용제,solvent,
용매,solvent,
용매 효과,solvent effect,
용매 추출 액화,solvent extract liquefaction,
용매 추출,solvent extraction,
용매 추출 장치,solvent extraction equipment,
용매 분별 증류,solvent fractionation,
용매 전면,solvent front,
용매 전선,solvent front,
용매 전면,solvent front,
용매 전선,solvent front,
용매 이동 거리,solvent migration distance,
용매 경로,solvent path,
용매 교란,solvent perturbation,
용매 극성 척도,solvent polarity scale,
용매 침전,solvent precipitation,
용매 회수,solvent recovery,
용매 정제,solvent refining,
용매 저항성,solvent resistance,
용매 저항,solvent resistance,
용매 저항성,solvent resistance,
용매 저항,solvent resistance,
용매 선택성,solvent selectivity,
용매 세기,solvent strength,
용매 전달 계수,solvent transfer coefficient,
대용매 염기,solvo-base,
가용매분해,solvolysis,
가용매분해반응,solvolysis,
가용매분해,solvolysis,
가용매분해반응,solvolysis,
가용매 제거 반응,solvolytic elimination reaction,
음파 응집,sonic agglomeration,
음파 응집기,sonic agglomerator,
음파 장벽,sonic barrier,
음파 화학 분석기,sonic chemical analyzer,
음파파쇄,sonication,
쏘레 효과,Soret effect,
수착,sorption,
수착 설계 방법,sorption design method,
수착 확산,sorption diffusion,
수착 평형,sorption equilibrium,
수착 반응,sorption reaction,
수착 팽윤 기술,sorption swelling technique,
수착 시간 계수,sorption time modulus,
견실도,soundness,
안전도,soundness,
견실도,soundness,
안전도,soundness,
원,source,
원천,source,
원,source,
원천,source,
황산화물,SOx,
공간 전하 영역,space charge region,
공간 격자,space lattice,
우주 왕복선,space shuttle,
공간 시간,space time,
공간 속도,space velocity,
공간 충전 모형,space-filling model,
공간 고정 좌표,space-fixed coordinated,
간격판,spacer,
간격,spacing,
공간,spacing,
간격,spacing,
공간,spacing,
광석분쇄,spalling,
파쇄,spalling,
광석분쇄,spalling,
파쇄,spalling,
스패너,spanner,
스파져,sparger,
스파크 침식,spark erosion,
불꽃 점화 기관,spark ignition engine,
불꽃 점화기,spark ignitor,
점화 플러그,spark plug,
불꽃 검사,spark testing,
점화 플러그,sparking plug,
분포 양식,spartial pattern,
약주걱,spatula,
특별 보호 지구,special protection area,
특수 반응,special reaction,
특수 시약,special reagent,
특수 상대성,special relativity,
특수 화학제품,speciality chemicals,
종,species,
고유 산 촉매작용,specific acid catalysis,
고유 활성도,specific activity,
고유 활성,specific activity,
고유 활성도,specific activity,
고유 활성,specific activity,
선택 흡착,specific adsorption,
고유 염기 촉매작용,specific base catalysis,
고유 이온화,specific ionization,
고유 이온화도,specific ionization,
고유 이온화,specific ionization,
고유 이온화도,specific ionization,
특정 식물 군락,specific plant community,
고유 광회전,specific rotation,
고유 광회전도,specific rotation,
고유 회전,specific rotation,
고유 회전도,specific rotation,
고유 광회전,specific rotation,
고유 광회전도,specific rotation,
고유 회전,specific rotation,
고유 회전도,specific rotation,
고유 광회전,specific rotation,
고유 광회전도,specific rotation,
고유 회전,specific rotation,
고유 회전도,specific rotation,
고유 광회전,specific rotation,
고유 광회전도,specific rotation,
고유 회전,specific rotation,
고유 회전도,specific rotation,
비교 속도,specific speed,
특이성,specificity,
특이도,specificity,
특이성,specificity,
특이도,specificity,
특정 시설,specified facility,
특정 물질,specified substance,
특정 유해 물질,specified toxic substance,
규정 변수,specifying variable,
시편,specimen,
구경꾼 이온,spectator ion,
분광 흡수율,spectral absorptivity,
빛띠 간섭,spectral interference,
스트럼 간섭,spectral interference,
빛띠 간섭,spectral interference,
스트럼 간섭,spectral interference,
분광 반사율,spectral reflectivity,
분광 투과율,spectral transmissivity,
분광화학적 계열,spectrochemical series,
분광전기화학 전지,spectroelectrochemical cell,
분광전기화학,spectroelectrochemistry,
스펙트로그램,spectrogram,
분광사진,spectrogram,
스펙트로그램,spectrogram,
분광사진,spectrogram,
분광도표,spectrograph,
분광사진기,spectrograph,
분광도표,spectrograph,
분광사진기,spectrograph,
분광사진법,spectrography,
분광계,spectrometer,
분광측정기,spectrometer,
분광계,spectrometer,
분광측정기,spectrometer,
분광측정법,spectrometry,
분광광도계,spectrophotometer,
분광광도측정기,spectrophotometer,
분광광도계,spectrophotometer,
분광광도측정기,spectrophotometer,
분광광도측정법,spectrophotometry,
분광편광계,spectropolarimeter,
분광편광측정법,spectropolarimetry,
분광기,spectroscope,
분광학적 해리 에너지,spectroscope dissociation energy,
분광 분석,spectroscopic analysis,
분광 분석기,spectroscopic analyzer,
분광 전이,spectroscopic transition,
분광학적 전이,spectroscopic transition,
분광 전이,spectroscopic transition,
분광학적 전이,spectroscopic transition,
분광법,spectroscopy,
분광학,spectroscopy,
분광법,spectroscopy,
분광학,spectroscopy,
빛띠,spectrum,
스트럼,spectrum,
빛띠,spectrum,
스트럼,spectrum,
거울 반사,specular reflection,
속도 제어,speed control,
속도 조절,speed control,
속도 제어,speed control,
속도 조절,speed control,
속도 제한 장치,speed limiting device,
속도 범위,speed range,
속도 시험,speed test,
속도 부하 특성,speed-load characteristics,
섬아연광,sphalerite,
섬아연석,sphalerite,
섬아연광,sphalerite,
섬아연석,sphalerite,
공,sphere,
구,sphere,
공,sphere,
구,sphere,
구형 보정,spherical correction,
구형 확산,spherical diffusion,
구형 조화함수,spherical harmonics,
구형 일자,spherical particle,
구형 밸브,spherical valve,
구형 여닫개,spherical valve,
구형 밸브,spherical valve,
구형 여닫개,spherical valve,
구형도,sphericity,
스파이더,spider,
소량 첨가,spiking,
스핀,spin,
회전,spin,
스핀,spin,
회전,spin,
회전 도포,spin coating,
회전 도포법,spin coating,
회전 코팅,spin coating,
회전 코팅법,spin coating,
회전 도포,spin coating,
회전 도포법,spin coating,
회전 코팅,spin coating,
회전 코팅법,spin coating,
회전 도포,spin coating,
회전 도포법,spin coating,
회전 코팅,spin coating,
회전 코팅법,spin coating,
회전 도포,spin coating,
회전 도포법,spin coating,
회전 코팅,spin coating,
회전 코팅법,spin coating,
스핀 파동,spin wave,
스피넬,spinel,
회전 장치,spinner,
회전 컬럼,spinner cell,
방적,spinning,
잣기,spinning,
돌리기,spinning,
방사,spinning,
방적,spinning,
잣기,spinning,
돌리기,spinning,
방사,spinning,
방적,spinning,
잣기,spinning,
돌리기,spinning,
방사,spinning,
방적,spinning,
잣기,spinning,
돌리기,spinning,
방사,spinning,
회전 용기,spinning cell,
스피노달 분해,spinodal decomposition,
나선 슈트,spiral chute,
나선형 슈트,spiral chute,
나선 슈트,spiral chute,
나선형 슈트,spiral chute,
나선 분급장치,spiral classifier,
나선형 분급장치,spiral classifier,
나선 분급장치,spiral classifier,
나선형 분급장치,spiral classifier,
나선형 섬유 구조,spiral fiber structure,
나선균 생장,spiral growth,
나선형 성장,spiral growth,
나선균 생장,spiral growth,
나선형 성장,spiral growth,
나선형 용수철,spiral spring,
나선 스프링,spiral spring,
나선 용수철,spiral spring,
나선형 스프링,spiral spring,
나선형 용수철,spiral spring,
나선 스프링,spiral spring,
나선 용수철,spiral spring,
나선형 스프링,spiral spring,
나선형 용수철,spiral spring,
나선 스프링,spiral spring,
나선 용수철,spiral spring,
나선형 스프링,spiral spring,
나선형 용수철,spiral spring,
나선 스프링,spiral spring,
나선 용수철,spiral spring,
나선형 스프링,spiral spring,
나선 온도계,spiral thermometer,
나선형 온도계,spiral thermometer,
나선 온도계,spiral thermometer,
나선형 온도계,spiral thermometer,
나선형 날개 분급장치,spiral vane classifier,
나선형 와류,spiral vortex,
단원자공 유두고리 화합물,spiro compound,
스파이로 화합물,spiro compound,
단원자공 유두고리 화합물,spiro compound,
스파이로 화합물,spiro compound,
분할 흐름,split flow,
분할 주입,split injection,
비분할 주입,splitless injection,
가르개,splitter,
분할기,splitter,
와류방지벽,splitter,
가르개,splitter,
분할기,splitter,
와류방지벽,splitter,
가르개,splitter,
분할기,splitter,
와류방지벽,splitter,
와류방지벽 날개,splitter vane,
가르개 날개,splitter vane,
분할기 날개,splitter vane,
와류방지벽 날개,splitter vane,
가르개 날개,splitter vane,
분할기 날개,splitter vane,
와류방지벽 날개,splitter vane,
가르개 날개,splitter vane,
분할기 날개,splitter vane,
쪼갬,splitting,
분할,splitting,
쪼갬,splitting,
분할,splitting,
분할 인자,splitting factor,
분할 양식,splitting pattern,
부패,spoilage,
부패물,spoilage,
부패,spoilage,
부패물,spoilage,
자발 연소,spontaneous combustion,
자발 붕괴,spontaneous disintegration,
절로 깨짐,spontaneous disintegration,
자발 붕괴,spontaneous disintegration,
절로 깨짐,spontaneous disintegration,
자발 방출,spontaneous emission,
자연 발광,spontaneous emission,
절로 내쏘기,spontaneous emission,
자발 방출,spontaneous emission,
자연 발광,spontaneous emission,
절로 내쏘기,spontaneous emission,
자발 방출,spontaneous emission,
자연 발광,spontaneous emission,
절로 내쏘기,spontaneous emission,
자발 핵분열,spontaneous fission,
자발 분열,spontaneous fission,
자발 핵분열,spontaneous fission,
자발 분열,spontaneous fission,
자연 발화,spontaneous ignition,
자발 과정,spontaneous process,
자발 반응,spontaneous reaction,
포자,spore,
포자형성,sporulation,
점적 분석,spot analysis,
점적 시험,spot test,
분출,spouting,
분무,spray,
분무 기화기,spray caburettor,
분무 컬럼,spray column,
분무 냉각기,spray cooler,
분무 탈습,spray dehumidification,
분무 건조기,spray dryer,
스프레이 에취,spray etch,
스프레이 식각,spray etch,
스프레이 에취,spray etch,
스프레이 식각,spray etch,
분무 노즐,spray nozzle,
분무 장치,spray system,
분무기,sprayer,
분무 노즐,spraying nozzle,
퍼짐,spread,
펼침,spread,
퍼짐,spread,
펼침,spread,
살포 화격자,spreader stoker,
스프링,spring,
용수철,spring,
스프링,spring,
용수철,spring,
스프링 저울,spring balance,
용수철 저울,spring balance,
스프링 저울,spring balance,
용수철 저울,spring balance,
스프링 상수,spring constant,
용수철 상수,spring constant,
스프링 상수,spring constant,
용수철 상수,spring constant,
용수철 장력,spring tension,
스프링 장력,spring tension,
용수철 장력,spring tension,
스프링 장력,spring tension,
스프링쿨러,sprinkler head,
자동살수기,sprinkler head,
스프링쿨러,sprinkler head,
자동살수기,sprinkler head,
스프링쿨러 꼭지,sprinkler system,
스퍼터링,sputtering,
스퍼터 장치,sputtering apparatus,
정사각형,square,
제곱,square,
평방,square,
정사각형,square,
제곱,square,
평방,square,
정사각형,square,
제곱,square,
평방,square,
정방형 덕트,square duct,
사각 피치,square pitch,
사각 평면 착물,square planar complex,
사각 우물 포텐셜,square-well potential,
안정,stability,
안정도,stability,
안정성,stability,
안정,stability,
안정도,stability,
안정성,stability,
안정,stability,
안정도,stability,
안정성,stability,
안정 정밀도 난점,stability accuracy dilemma,
안정성 해석,stability analysis,
안정성 판별기준,stability criterion,
안정화,stabilization,
안정화 처리,stabilization,
안정화,stabilization,
안정화 처리,stabilization,
안정화 라군,stabilization lagoon,
안전화제,stabilizer,
안정기,stabilizer,
안정제,stabilizer,
안전화제,stabilizer,
안정기,stabilizer,
안정제,stabilizer,
안전화제,stabilizer,
안정기,stabilizer,
안정제,stabilizer,
안정 평형,stable equilibrium,
안정적 평형,stable equilibrium,
안정 평형,stable equilibrium,
안정적 평형,stable equilibrium,
스택,stack,
적층,stack,
굴뚝,stack,
스택,stack,
적층,stack,
굴뚝,stack,
스택,stack,
적층,stack,
굴뚝,stack,
굴뚝 가스,stack gas,
배출 가스,stack gas,
굴뚝 가스,stack gas,
배출 가스,stack gas,
적층 충전,stacked packing,
층쌓기,stacking,
적층 결합,stacking fault,
단,stage,
단계,stage,
단,stage,
단계,stage,
단계 접촉기,stage contactor,
단계식 접촉기,stage contactor,
단계 접촉기,stage contactor,
단계식 접촉기,stage contactor,
단계 역혼합 모형,stagewise backmixing model,
엇갈림 형태,staggered conformation,
정체 경막,stagnant film,
직각방향 흐름,stagnant flow,
정체 엔탈피,stagnation enthalpy,
정체 압력,stagnation pressure,
정체 온도,stagnation temperature,
오점,stain,
착색,stain,
오점,stain,
착색,stain,
착색 기법,staining technique,
스탬핑,stamping,
옮겨찍기,stamping,
찍어내기,stamping,
스탬핑,stamping,
옮겨찍기,stamping,
찍어내기,stamping,
스탬핑,stamping,
옮겨찍기,stamping,
찍어내기,stamping,
표준,standard,
기준,standard,
표준,standard,
기준,standard,
표준 친화력,Standard affinity,
표준 전지,Standard cell,
표준 조건,Standard conditions,
표준 편차,Standard deviation,
표준 전극 전위,Standard electrode potential,
표준 엔트로피,Standard entropy,
표준 자유 에너지,Standard free energy,
표준 자유 엔탈피,Standard free enthalpy,
표준 계기,Standard gauge,
표준 수소 전극,Standard hydrogen electrode,
표준 전구,Standard lamp,
표준 작업,Standard operation,
표준 조작,Standard operation,
표준 작업,Standard operation,
표준 조작,Standard operation,
표준 산화 전위,Standard oxidation potential,
표준 전위,Standard potential,
표준 전압,Standard potential,
표준 전위,Standard potential,
표준 전압,Standard potential,
표분 분체,Standard powder,
표준 기압,Standard pressure,
표준 압력,Standard pressure,
표준 기압,Standard pressure,
표준 압력,Standard pressure,
표준 기준 물질,Standard reference material,
표준 시료,Standard sample,
표준 모래,Standard sand,
표준 용액,Standard solution,
표준 상태,Standard state,
표준 태양광,Standard sunlight,
표준 온도 및 압력,Standard temperature and pressure,
표준화,Standardization,
현존 작물량,Standing crop,
서있는 파동,Standing wave,
정상 파동,Standing wave,
서있는 파동,Standing wave,
정상 파동,Standing wave,
배수관,Standpipe,
배수탑,Standpipe,
배수관,Standpipe,
배수탑,Standpipe,
스탠튼 수,Stanton number,
녹말,Starch,
전분,Starch,
녹말,Starch,
전분,Starch,
녹말 접착제,Starch adhesion,
시동,Starting,
시동 장치,Starting system,
시동 밸브,Starting valve,
시동 여닫개,Starting valve,
시동 밸브,Starting valve,
시동 여닫개,Starting valve,
운전개시,Startup,
시동,Startup,
운전개시,Startup,
시동,Startup,
운전개시 절차,Startup procedure,
운전개시 요령,Startup procedure,
운전개시 절차,Startup procedure,
운전개시 요령,Startup procedure,
상태,State,
상태 추정,State estimate,
상태 함수,State function,
