한글,영어,일어
사이렌,syren,
경보기,syren,
사이렌,syren,
경보기,syren,
시스템,system,システム(システム)
계통도,system diagram,
계통도,system drawing,
끼워맞춤 방식,system of fits,
1자유도계,system of one degree of freedom,
계통적 오차,systematic error,
시스템 엔지니어링,systems engineering,
T이음,T,
T맥시멈,T maximum,
존슨의 식,T.H Johnson's straight line formula,
태브,tab,
표,table,
테이블,table,
표,table,
테이블,table,
테이블 리프터,table lifter,
태코그래프,tachograph,
운행 기록계,tachograph,
태코그래프,tachograph,
운행 기록계,tachograph,
태코미터,tachometer,
회전 속도계,tachometer,
회전계,tachometer,
태코미터,tachometer,回?計(カイテンケイ)
회전 속도계,tachometer,回?計(カイテンケイ)
회전계,tachometer,回?計(カイテンケイ)
태코미터,tachometer,回?計(カイテンケイ)
회전 속도계,tachometer,回?計(カイテンケイ)
회전계,tachometer,回?計(カイテンケイ)
태코제너레이터,tachometer generator,
"태키미티, 시거기",tachymeter,
가접 용접,tack weld,
가용접,tack welding,
태클,tackle,
택트 방식,tact system,
테일콘,tail cone,
미등,tail lamp,
미등,tail light,
미관,tail pipe,
테일 로드,tail rod,
로프 균형,tail rope,
테일 도프,tail rope,
로프 균형,tail rope,
테일 도프,tail rope,
심압축,tail spindle,
심압대,tail stock,
테일 스톡,tail stock,
심압대,tail stock,
테일 스톡,tail stock,
심압축,tail stock spindle,
방수로,tailrace,
테이크 업 장치,take up unit,
타쿠마식 보일러,Takuma's boiler,
다지기,tamping,
탠덤,tandem,
탠덤 콤파운드,tandem compound,
탠덤 복합터빈,tandem compound turbine,
탠덤 드라이브,tandem drive,
탠덤 구동,tandem drive,
탠덤 드라이브,tandem drive,
탠덤 구동,tandem drive,
직렬 기관,tandem engine,
탠덤 엔진,tandem engine,
직렬 기관,tandem engine,
탠덤 엔진,tandem engine,
탠덤 롤러,tandem roller,
슴베,tang,
탱커,tang,
슴베,tang,
탱커,tang,
탄젠트,tangent,
탄젠트 벤더,tangent bender,
접선 캠,tangent cam,
탄젠트 캠,tangent cam,
접선 캠,tangent cam,
탄젠트 캠,tangent cam,
접선 키,tangent key,
접선 계수,tangent modulus,
접선 이송 연삭법,tangential feed grinding method,
접선 하중,tangential load,
접선 응력,tangential stress,
접선 속도,tangential velocity,
접선 수차,tangential water wheel,
탱크 기관차,tank,
탱크 화차,tank car,タンク車(タンクシャ)
탱크 레귤레이터,tank engine,
탱크차,tank regulator,
유조선,tank vessel,
탱커,tank vessel,
유조선,tank vessel,
탱커,tank vessel,
기름 운송선,tanker,タンカ(タンカ【フネ】)
유조선,tanker,タンカ(タンカ【フネ】)
탱크,tanker,タンカ(タンカ【フネ】)
기름 운송선,tanker,タンカ(タンカ【フネ】)
유조선,tanker,タンカ(タンカ【フネ】)
탱크,tanker,タンカ(タンカ【フネ】)
기름 운송선,tanker,タンカ(タンカ【フネ】)
유조선,tanker,タンカ(タンカ【フネ】)
탱크,tanker,タンカ(タンカ【フネ】)
탄탈륨,tantalum,
탄탈,tantalum,
탄탈륨,tantalum,タンタル(タンタル)
탄탈,tantalum,タンタル(タンタル)
탄티론,tantiron,
탭 드릴,tap,
탭 지지 장치,tap bolt,
탭 볼트,tap density,
탭 렌치,tap drill,
탭 홀더,tap holder,
출탕구,tap hole,湯出口(ユダシグチ)
탭 밀도,tap wrench,
권척,tape,テ?プ(テ?プ)
줄자,tape,テ?プ(テ?プ)
테이프,tape,テ?プ(テ?プ)
권척,tape,テ?プ(テ?プ)
줄자,tape,テ?プ(テ?プ)
테이프,tape,テ?プ(テ?プ)
권척,tape,テ?プ(テ?プ)
줄자,tape,テ?プ(テ?プ)
테이프,tape,テ?プ(テ?プ)
테이프 코드,tape code,
테이프 포맷,tape format,
줄자,tape measure,
테이프자,tape measure,
권척,tape measure,
줄자,tape measure,
테이프자,tape measure,
권척,tape measure,
줄자,tape measure,
테이프자,tape measure,
권척,tape measure,
테이퍼,taper,
테이퍼 장치,taper attachment,
테이퍼 볼트,taper bolt,
테이퍼 줄,taper flat file,
테이퍼 게이지,taper gauge,
거친 탭,taper hand tap,
테이퍼 핸드 탭,taper hand tap,
거친 탭,taper hand tap,
테이퍼 핸드 탭,taper hand tap,
경사키,taper key,
테이퍼 키,taper key,
경사키,taper key,
테이퍼 키,taper key,
테이퍼 핀,taper pin,
테이퍼 핀 리머,taper pin reamer,
테이퍼리머,taper reamer,
테이퍼 롤러,taper roller,
테이퍼 롤로 베어링,taper roller bearing,
테이퍼 나사,taper screw,
테이퍼 생크,taper shank,
테이퍼 생크 드릴,taper shank drill,
테이퍼 절삭,taper turning,
테이퍼 깃,tapered blade,
테이퍼 줄,tapered file,
테이퍼 핀,tapered pin,
원뿔 롤러 베어링,tapered roller bearing,
테이퍼 나사 플러그,tapered screw plug,
나사 구멍,tapped hole,
나사 절삭기,tapper,
태퍼,tapper,
나사 절삭기,tapper,
태퍼,tapper,
기계 탭,tapper tap,
머신 탭,tapper tap,
기계 탭,tapper tap,
머신 탭,tapper tap,
태핏,tappet,
태핏 안내,tappet guide,
나사 절삭,tapping,
태핑,tapping,
나사 절삭,tapping,
태핑,tapping,
탭 홀더,tapping attachment,
태핑 머신,tapping machine,
태핑 나사,tapping screw,
타르,tar,タ?ル(タ?ル)
테어,tar,タ?ル(タ?ル)
타르,tar,タ?ル(タ?ル)
테어,tar,タ?ル(タ?ル)
타르 배제기,tar extractor,
자중,tare,
목표,target,
태스크,task,
택시,taxi,
테일러의 원리,Taylor's principle,
T형강재,T-bar,
T형재,T-bar,
T형강재,T-bar,
T형재,T-bar,
T볼트,T-bolt,
티어 타입,tear type,
테크닉,technic,
테크니컬,technical,
테크니컬 일러스트레이션,technical illustration,
전문어,technical terms,
테크닉스,technics,
테크놀로지 어세스먼트,technology assessment,テクノロジ?アセスメント(テクノロジ?アセスメント)
티,Tee,ティ?(ティ?)
용접용 T바,tee bar for welded structure,
텔레센트릭 조명,telecentric lighting,
텔레그래프 로거,telegraph logger,
텔레미터,telemeter,
원격 계기,telemeter,
텔레미터,telemeter,
원격 계기,telemeter,
텔레미터링,telemetering,
원격 측정,telemetering,
텔레미터링,telemetering,
원격 측정,telemetering,
망원 렌즈,telephoto lens,
망원경,telescope,
텔레스코픽 실린더,telescopic cylinder,テレスコ?プ形シリンダ(テレスコ?プガタシリンダ)
텔레스코픽 파이프,telescopic pipe,
신축 축 이음,telescopic shaft coupling,
텔레스코핑,telescoping,
텔레스코핑형 실린더,telescoping cylinder,
원격 온도계,telethermometer,
텔레비스코프,televi-scope,
텔렉스,telex,テレックス(テレックス)
텔퍼,telpher,
가열 굽힘 시험,temper bend test,
뜨임 취성,temper brittleness,??脆性(ヤキモドシゼイセイ)
템퍼 카본,temper carbon,
뜨임 탄소,temper carbon,
템퍼 카본,temper carbon,
뜨임 탄소,temper carbon,
뜨임색,temper color,
템퍼색,temper color,
뜨임색,temper color,
템퍼색,temper color,
템퍼 전류,temper current,
뜨임 경화법,temper hardening,
템퍼 경화법,temper hardening,
뜨임 경화법,temper hardening,
템퍼 경화법,temper hardening,
템퍼 롤링,temper rolling,
온도,temperature,?度(オンド)
텔퍼러처,temperature,?度(オンド)
온도,temperature,?度(オンド)
텔퍼러처,temperature,?度(オンド)
온도 계수,temperature coefficient,
온도 제어기,temperature controller,
온도차,temperature difference,
온도 효율,temperature efficiency,
온도 조정기,temperature regulator,
온도 조절기,temperature regulator,
온도 조정기,temperature regulator,
온도 조절기,temperature regulator,
온도 상승 계수,temperature rise coefficient,
뜨임,tempering,??(ヤキモドシ)
템퍼링,tempering,??(ヤキモドシ)
뜨임,tempering,??(ヤキモドシ)
템퍼링,tempering,??(ヤキモドシ)
템필,tempil,
템플릿,template,
형판 접안 렌즈,template eyepiece,
텐 나인즈,ten nines,
강인성,tenacity,
점착력,tenacity,
강인성,tenacity,
점착력,tenacity,
장부,tenon,
테넌,tenon,
장부,tenon,
테넌,tenon,
장부 절삭기,tenoning machine,
인장 파괴,tensile failure,
인장력,tensile force,引張力(ヒッパリリョク)
인장 하중,tensile load,引張荷重(ヒッパリカジュウ)
인장 변형,tensile strain,
인장 강도,tensile strength,引張?さ(ヒッパリツヨサ)
볼트의 강도 구분,tensile strength rank of bolt,
인장 응력,tensile stress,引張?力(ヒッパリオウリョク)
인장계,tensimeter gauge,
인장,tension,
장력,tension,
텐션,tension,
인장,tension,
장력,tension,
텐션,tension,
인장,tension,
장력,tension,
텐션,tension,
인장 코일 스프링,tension coil spring,
인장 균열,tension cracking,
인장 동력계,tension dynamometer,
인장 하중,tension load,
인장재,tension member,引張部材(ヒッパリブザイ)
인장 풀리,tension pulley,
인장 차,tension pulley,
인장 풀리,tension pulley,
인장 차,tension pulley,
텐션 링,tension ring,
인장축,tension side,
인장 스프링,tension spring,
인장 시험,tension test,
인장 시험기,tension tester,
인장 압축 피로 한도,tension-compression fatigue limit,
인장 시험기,tensioner,
술어,term,
전문어,term,
술어,term,
전문어,term,
단자,terminal,
터미널,terminal,
단자,terminal,
터미널,terminal,
단말 장치,terminal equipment,
종압,terminal pressure,
종단 속도,terminal velocity,終末速度(シュウマツソクド)
터너리,ternary,
3원 합금,ternary alloy,三元合金(サンゲンゴウキン)
턴 시트,terne sheet,
터로테크놀러지,terotechnology,
지구 전압 렌즈,terrestrial eyepiece,
지상 망원경,terrestrial telescope,
3차 공기,tertiary air,
시험,test,試?(シケン)
검수 콕,test cock,
시험 콕,test cock,
검수 콕,test cock,
시험 콕,test cock,
시험 하중,test load,
정격 시험,test of rated performance,
사지 시험,test on sand,
시험지,test paper,
시험편,test piece,試?片(シケンヘン)
테스트 피스,test piece,試?片(シケンヘン)
시험편,test piece,
테스트 피스,test piece,
시험 압력,test pressure,
시험대,test stand,
가선 시험차,test wagon for trolley wire,
테스터,tester,
번호등 시험기,tester for license plate illumination,
시험기,testing machine,
섬유 벨트,textile belt,
섬유 로프,textile rope,
제 1 각법,the first angle drawing,
제 3 각법,the third angle drawing,
T헤드 기관,T-head engine,
세오돌라이트,theodolite,
이론 공기량,theoretical amount of air,
이론 연소 가스량,theoretical amount of combustion gases,
이론 연소 온도,theoretical combustion temperature,
이론 물리학,theoretical physics,
이론 열효율,theoretical thermal efficiency,
이론 목두께,theoretical throat,
이론 수력,theoretical water power,
이론,theory,
학리,theory,
학설,theory,
이론,theory,
학리,theory,
학설,theory,
이론,theory,
학리,theory,
학설,theory,
탄성학,theory of elasticity,
유한 변형 이론,theory of finite deformation,
미소 변형 이론,theory of infinitesimaly small deformation,
소성학,theory of plasticity,塑性力?(ソセイリキガク)
상대성 이론,theory of relativity,
구조 역학,theory of structures,
서블리그,therblig,
축열기,thermal accumulator,
열분석,thermal analysis,熱分析(ネツブンセキ)
온도 경계층,thermal boundary layer,?度境界層(オンドキョウカイソウ)
열용량,thermal capacity,
열전도,thermal conduction,
열전도율,thermal conductivity,熱?導率(ネツデンドウリツ)
열변형,thermal deformation,熱?形(ネツヘンケイ)
열설계,thermal design,熱設計(ネツセッケイ)
온도 전도율,thermal diffusivity,?度?導率(オンドデンドウリツ)
열해리,thermal dissociation,
열효율,thermal efficiency,熱?率(ネツコウリツ)
열기전력,thermal electromotive force,
열전자,thermal electron,
열 에너지,thermal energy,
열당량,thermal equivalent,
열팽창,thermal expansion,熱膨張(ネツボウチョウ)
열피로,thermal fatigue,熱疲れ(ネツツカレ)
단열,thermal insulation,?熱(ダンネツ)
열절연,thermal insulation,?熱(ダンネツ)
단열,thermal insulation,?熱(ダンネツ)
열절연,thermal insulation,?熱(ダンネツ)
단열재,thermal insulation material,
열중성자,thermal neutron,熱中性子(ネツチュウセイシ)
열출력,thermal power,
화력 발전소,thermal power plant,
열방사,thermal radiation,熱放射(ネツホウシャ)
온도비,thermal ratio,
열중성자 원자로,thermal reactor,
조질,thermal refining,
서멀 릴레이,thermal relay,
열팽창 릴리프 밸브,thermal relief valve,
열저항,thermal resistance,熱抵抗(ネツテイコウ)
열실드,thermal shield,
열충격,thermal shock,熱衝?(ネツショウゲキ)
열충격 시험,thermal shock test,熱衝?試?(ネツショウゲキシケン)
열응력,thermal stress,熱?力(ネツオウリョク)
열단위,thermal unit,
진공관,thermionic tube,
서미스터,thermistor,サ?ミスタ(サ?ミスタ)
테르밋,thermit,
테르밋 도가니,thermit crucible,
데르밋 혼합제,thermit mixture,
테르밋 혼합제,thermit mixture,
데르밋 혼합제,thermit mixture,
테르밋 혼합제,thermit mixture,
테르밋형,thermit mold,
테르밋 납땜,thermit soldering,
테르밋 용접,thermit welding,テルミット溶接(テルミットヨウセツ)
테르밋,thermite,
서모,thermo-,
서모커플,thermocouple,熱電?(ネツデンツイ)
열전대,thermocouple,熱電?(ネツデンツイ)
서모커플,thermocouple,熱電?(ネツデンツイ)
열전대,thermocouple,熱電?(ネツデンツイ)
열전대 온도계,thermocouple thermometer,
열력학적 함수,thermodynamic function,熱力???(ネツリキガクカンスウ)
열역학,thermodynamics,熱力?(ネツリキガク)
화력 발전소,thermoelectric power plant,
열전 고온계,thermoelectric pyrometer,
열전 온도계,thermoelectric thermometer,熱電?度計(ネツデンオンドケイ)
열전기,thermoelectricity,
기록 온도계,thermograph,
서모그래피,thermography,サ?モグラフィ?(サ?モグラフィ?)
가공 열처리,thermo-mechanical treatment,
서모미터,thermometer,?度計(オンドケイ)
온도계,thermometer,?度計(オンドケイ)
서모미터,thermometer,?度計(オンドケイ)
온도계,thermometer,?度計(オンドケイ)
서모페인트,thermopaint,
서모파일,thermopile,
비닐 절연 전선,thermoplastic covered wire,
열경화성 수지,thermosetting resins,
서모스탯,thermostat,
항온기,thermostat,
서모스탯,thermostat,
항온기,thermostat,
서모사이펀,thermosyphon,
열 사이펀,thermosyphon,
서모사이펀,thermosyphon,
열 사이펀,thermosyphon,
두꺼운 실린더,thick cylinder,
후판 IC,thick film integrated circuit,厚膜集積回路(アツマクシュウセキカイロ)
시커너,thickener,
농도,thickness,厚み(アツミ)
두께,thickness,厚み(アツミ)
농도,thickness,厚み(アツミ)
두께,thickness,厚み(アツミ)
시크니스 디비에이션,thickness deviation,
두께 게이지,thickness gauge,厚み計(アツミケイ)
틈새 게이지,thickness gauge,厚み計(アツミケイ)
두께 게이지,thickness gauge,厚み計(アツミケイ)
틈새 게이지,thickness gauge,厚み計(アツミケイ)
후현비,thickness-chord ratio,
심블,thimble,
얇은 원통,thin cylinder,
박막,thin film,
박막 IC,thin film integrated circuit,
박막 트랜지스터,thin film transistor,
얇은 납작 머리 리벳,thin flat head rivet,
박판 날개,thin profile,
시너,thinner,シンナ?(シンナ?)
시닝,thinning,
시닝 머신,thinning machine,
제 3 각법,third angle projection,
3번 탭,third hand tap,
운동의 제 3 법칙,third law of motion,
제 3 레일,third rail,
13Cr스테인리스강,thirteen Cr stainless steel,
토륨,thorium,トリウム(トリウム)
나사산,thread,
나사줄,thread,
나사산,thread,
나사줄,thread,
나사 절삭기,thread chasing machine,
나사 콤퍼레이터,thread comparator,
나사 절삭,thread cutting,
나사 절삭 선반,thread cutting lathe,
나사산 게이지,thread gauge,
나사 연삭기,thread grinder,
나사 심봉,thread mandrel,
나사 마이크로미터,thread micrometer,
나사 절삭 밀링 머신,thread milling machine,
나사 전조,thread rolling,ねじ?造(ネジテンゾウ)
전조 다이,thread rolling die,
나사 전조기,thread rolling machine,
실톱 기계,thread sawing machine,
나사 절삭,threading,
나사 절삭 바이트,threading tool,
3차원 흐름,three dimensional flow,三次元流(サンジゲンリュウ)
3차원 응력,three dimensional stress,
3축 응력,three dimensional stress,
3차원 응력,three dimensional stress,
3축 응력,three dimensional stress,
3점 접촉 볼 베어링,three point contact ball bearing,
3시그마법,three sigma,
3방 콕,three way cock,
3륜 자동차,three wheeler tricar,
3선식 결선,three wire method,
3선식 배전,three wire system,
세 줄 홈 드릴,three-fluted drill,
세 줄 홈 드릴,three-grooved drill,
3단 압연기,three-high rolling mill,
3상 교류,three-phase alternating current,
3상 유도 전동기,three-phase induction motor,
3상 변압기,three-phase transformer,
3각 줄,three-square file,
3련 크랭크 펌프,three-throw pump,
스로트,throat,?口(ロコウ【ロ】)
목 두께,throat depth,
목 압력,throat pressure,
스로틀,throttle,
스로틀 부시 실,throttle bush seal,
교축 열량계,throttle calorimeter,
교축 조속,throttle governing,
스로틀 밸브 조속법,throttle governing,
교축 조속,throttle governing,
스로틀 밸브 조속법,throttle governing,
교축 노즐,throttle nozzle,
스로틀 노즐,throttle nozzle,
교축 노즐,throttle nozzle,
스로틀 노즐,throttle nozzle,
스로틀 플레이트,throttle plate,
조리개판,throttle plate,
스로틀 플레이트,throttle plate,
조리개판,throttle plate,
스로틀 밸브,throttle valve,
교축 배기관,throttled exhaust pipe,
홈붙이 너트,throttled nut,
교축,throttling,
스로틀링,throttling,
교축,throttling,
스로틀링,throttling,
스로틀 열량계,throttling calorimeter,
관통 볼트,through bolt,
관통 이송 연삭,through feed method,
관통 이송법,through feed method,
관통 이송 연삭,through feed method,
관통 이송법,through feed method,
무심 담금질,through hardening,
관통 구멍,through hole,スル?ホ?ル(スル?ホ?ル)
스루풋,throughput,スル?プット(スル?プット)
도달 거리,throw,
스로어웨이 팁,throwaway tip,
스로잉 파워,throwing power,
관통 이송 연삭,thrufeed method,
관통 이송법,thrufeed method,
관통 이송 연삭,thrufeed method,
관통 이송법,thrufeed method,
관통 이송 연삭,thrufeed method grinding,
관통 구멍,thruhole,
스러스트,thrust,推力(スイリョク【propulsion】)
스러스트 볼 베어링,thrust ball bearing,
스러스트 베어링,thrust bearing,スラスト軸受(スラストジクウケ)
추력 베어링,thrust bearing,スラスト軸受(スラストジクウケ)
스러스트 베어링,thrust bearing,スラスト軸受(スラストジクウケ)
추력 베어링,thrust bearing,スラスト軸受(スラストジクウケ)
스러스트 즐록,thrust block,
추력 블록,thrust block,
스러스트 즐록,thrust block,
추력 블록,thrust block,
스러스트 정수,thrust coefficient,
스러스트 칼라,thrust collar,
스러스트 칼라 베어링,thrust collar bearing,
스러스트 감소 계수,thrust deduction coefficient,
스러스트 감소 계수,thrust deduction fraction,
스러스트 계수,thrust factor,
배분력,thrust force,
스러스트 마력,thrust horsepower,
추력 마력,thrust horsepower,
스러스트 마력,thrust horsepower,
추력 마력,thrust horsepower,
추진 노즐,thrust nozzle,
발동기 단위 중량당 추력,thrust per unit engine weight,
스러스트 파워,thrust power,
역방향 추력장치,thrust reverser,スラストリバ?サ(スラストリバ?サ)
스러스트 롤러 베어링,thrust roller bearing,
스러스트축,thrust shaft,
나비 너트,thumb nut,
나비 나사,thumb screw,
나비 나사,thumbscrew,
사이리스터,thyrister,
사이리스터,thyristor,サイリスタ(サイリスタ)
TiC 코팅 공구,TiC coated tool,
조류,tidal current,
조력 발전소,tidal electric power station,
조력 수차,tidal power turbine,
인장봉,tie,
지지봉,tie bar,
타이 플레이트,tie plate,
지지봉,tie rod,
티크 스폿 용접,TIG spot welding,
티그 용접,TIG welding,TIG溶接(TIGヨウセツ)
억지 끼워맞춤,tight fit,
밀착식 자동 연결기,tight lock automatic coupler,
밀착 연결기,tight lock coupler,
밀착 압연,tight rolling,
긴장측,tight side,
내밀 용접,tight weld,
인장 풀리,tightening pulley,
경운기,tiller,
요동 버킷,tilting bucket,
틸팅 버너,tilting burner,
틸팅 패드 베어링,tilting pad bearing,
경사계,tiltmeter,
작업 연구,time and motion study,
시간 기준 보전,time based maintenance,
타임 차트,time chart,
시정수,time constant,時定?(ジテイスウ)
시간 지체,time lag,
타임 래그 퓨즈,time lag fuse,
시한 릴레이,time limited relay,
시간 담금질,time quenching,
시간 기록기,time recorder,
타임 리코더,time recorder,
시간 기록기,time recorder,
타임 리코더,time recorder,
시계열 분석,time series analysis,時系列分析(ジケイレツブンセキ)
타임 셰어링,time sharing,
시각 인자기,time stamp,
타임 스탬프,time stamp,
시각 인자기,time stamp,
타임 스탬프,time stamp,
타임 스터디,time study,
시간 연구,time study,
타임 스터디,time study,
시간 연구,time study,
타임 스위치,time switch,
시간 기록계,timer,タイマ(タイマ【トケイ】)
타이머,timer,タイマ(タイマ【トケイ】)
시간 기록계,timer,タイマ(タイマ【トケイ】)
타이머,timer,タイマ(タイマ【トケイ】)
타이밍 벨트,timing belt,タイミングベルト(タイミングベルト)
타이밍 체인,timing chain,
분사 시기 조정 장치,timing device,
타이밍 기어,timing gear,
타이밍 마크,timing mark,
타이밍 모터,timing motor,
주석,tin,すず(スズ)
주석박,tin foil,
석박,tin foil,
주석박,tin foil,
석박,tin foil,
함석판,tin plate,すずめっき鋼板(スズメッキコウハン)
함석 가위,tinman's shears,
함석판,tinned plate,
함석공,tinner,
주석 도금,tinning,
팁,tip,
화구,tip,
팁,tip,
화구,tip,
끝틈새,tip clearance,
선답 속도,tip speed,
날붙이 바이트,tipped bite,
날붙이 바이트,tipped tool,
덤프카,tipper,
트리퍼,tipper,
덤프카,tipper,
트리퍼,tipper,
재 낙하 화격자,tipping grate,
티플러,tippler,
타이어,tire,タイヤ(タイヤ)
타이어 압력,tire inflation pressure,
타이어 압연기,tire mill,
타이어 롤러,tire roller,
타이어 트레드,tire tread,
타이어 공기 밸브,tire tube valve,
티타닛,titanit,
티타늄,titanium,チタン(チタン)
티탄,titanium,チタン(チタン)
티타늄,titanium,チタン(チタン)
티탄,titanium,チタン(チタン)
표제란,title panel,
T이음,T-joint,
T이음,T-jointing,
T너트,T-nut,
용접끝,toe of weld,
토인,toe-in,
토인 게이지,toe-in gauge,
토인,toe-in of front wheel,
토아웃,toe-out,
비녀장,toggle,
토글,toggle,
비녀장,toggle,
토글,toggle,
토글 장치,toggle joint,トグル?置(トグルソウチ)
토글 프레스,toggle press,
기복형 개폐기,toggle switch,
토글 스위치,toggle switch,
기복형 개폐기,toggle switch,
토글 스위치,toggle switch,
토일러,toiler,
토큰 방식,token method,
공차,tolerance,
톨러런스,tolerance,
공차,tolerance,
톨러런스,tolerance,
치수 공차,tolerance of dimension,
톨루엔,toluene,
톰백,tombac,
토미 바,tommy bar,
토미 렌치,tommy wrench,
톤,ton,
집게,tongs,
플라이어,tongs,
집게,tongs,
플라이어,tongs,
텅,tongue,舌(シタ)
혀,tongue,舌(シタ)
텅,tongue,舌(シタ)
혀,tongue,舌(シタ)
홈형 플랜지,tongue groove flange,
혀붙이 와셔,tongued washer,
톤킬로미터,ton-kilometer,
톤수,tonnage,
공구,tool,
공구각,tool angle,
공구계각,tool angle,
공구각,tool angle,
공구계각,tool angle,
공구함,tool box,
툴 박스 미팅,tool box meeting,
공구용 탄소강,tool carbon steel,
탄소 공구강,tool carbon steel,
공구용 탄소강,tool carbon steel,
탄소 공구강,tool carbon steel,
T기능,tool function,
절삭 공구 게이지,tool gauge,
공구 연사기,tool grinder,
절삭 공구 연삭기,tool grinding machine,
바이트 홀더,tool holder,
공구 관리,tool management,
공구 위치 오프셋,tool offset,
공구 경로,tool path,
절삭 공구대,tool post,
툴 프리세터,tool presetter,
절삭 공구대,tool rest,刃物台(ハモノダイ)
공구 선반,tool room lathe,
절삭 공구 이송대,tool slide,
공구강,tool steel,
공구 현미 측정기,tool-maker's microscope,
공구,tools,
이,tooth,
톱니,tooth,
이,tooth,
톱니,tooth,
투스 클러치,tooth clutch,
이끌끝면,tooth crest,
잇봉우리면,tooth crest,
이끌끝면,tooth crest,
잇봉우리면,tooth crest,
이끝면,tooth face,
기어 계수,tooth factor,
이뿌리면,tooth flank,
치형,tooth form,
날 자국,tooth mark,
투스 마크,tooth mark,
날 자국,tooth mark,
투스 마크,tooth mark,
치형,tooth profile,?形(ハガタ)
투스 레스트,tooth rest,
치홈,tooth space,
투스 스페이스,tooth space,
치홈,tooth space,
투스 스페이스,tooth space,
치면,tooth surface,
이 두께,tooth thickness,
잇줄,tooth trace,
이붙이 와셔,toothed lock washer,
기어,toothed wheel,
톱니바퀴,toothed wheel,
기어,toothed wheel,
톱니바퀴,toothed wheel,
톱,top,トップ(トップ)
톱 캐스팅,top casting,
상사점 간극,top clearance,
상사점,top dead center,
최고속 기어,top gear,
톱 기어,top gear,
최고속 기어,top gear,
톱 기어,top gear,
톱 랜드,top land,
나사산 봉우리,top of thread,
이끝,top of tooth,
"어미판 겹판 스프링의, 어미판",top plate,
톱 캐스팅,top pouring,
톱 포링,top pouring,
톱 캐스팅,top pouring,
톱 포링,top pouring,
앞 경사각,top rake,
톱 뷰,top view,
토핑,topping,
토치,torch,ト?チ(ト?チ)
토치 헤드,torch head,
토치 점화기,torch igniter,
토치 점화기,torch ignitor,
토치 램프,torch lamp,
토치관,torch tube,
토크,torque,トルク(トルク)
토크 평형법,torque balance system,
토크 계수,torque coefficient,
토크 계수,torque constant,
토크 제어,torque constant,
토크 계수,torque constant,
토크 제어,torque constant,
공기 드라이버,torque control driver,
토크 컨트롤 드라이버,torque control driver,
공기 드라이버,torque control driver,
토크 컨트롤 드라이버,torque control driver,
토크 컨버터,torque converter,トルクコンバ?タ(トルクコンバ?タ)
토크 리미터,torque limiter,
토크 미터,torque meter,
토크비,torque ratio,
토크 전동 제한기,torque releasor,
토크 릴리서,torque releasor,
토크 전동 제한기,torque releasor,
토크 릴리서,torque releasor,
토크봉,torque rod,
토크관,torque stay,
토크관,torque tube,
토크 렌치,torque wrench,
토르,Torr,
비틀림,torsion,
토션,torsion,
비틀림,torsion,
토션,torsion,
토션 바,torsion bar,
토션 바,torsion bar spring,
토션 박스,torsion box,
비틀림 코일 스프링,torsion coil spring,
비틀림 댐퍼,torsion damper,
토션 미터,torsion meter,
비틀림 진자,torsion pendulum,
비틀림 스프링,torsion spring,
비틀림 시험,torsion test,ねじり試?(ネジリシケン)
비틀림 시험기,torsion tester,
비틀림 동력계,torsional dynamometer,
비틀림 모멘트,torsional moment,ねじりモ?メント(ネジリモ?メント)
비틀림 강성,torsional rigidity,
비틀림 강도,torsional strength,ねじり?さ(ネジリツヨサ)
비틀림 응력,torsional stress,
비틀림 진동,torsional vibration,
토털,total,
전수두,total head,
전압,total pressure,
전원 참가 생산 보전,total productive maintenance,
종합적 품질 관리,total quality control,
전반사,total reflection,全反射(ゼンハンシャ)
전반사 프리즘,total reflection prism,
총행정 용적,total stoke volume,
전온도,total temperature,
운전 정비 중량,total weight in working order,
전체 차축 거리,total wheel base,
인성,toughness,靭性(ジンセイ)
터프니스,toughness,靭性(ジンセイ)
인성,toughness,靭性(ジンセイ)
터프니스,toughness,靭性(ジンセイ)
토 컨베이어,tow conveyor,
토 핀,tow pin,
예인선,towboat,
타워 크레인,tower crane,
탑형 기중기,tower crane,
타워 크레인,tower crane,
탑형 기중기,tower crane,
예인선,towing boat,
T피스,T-piece,
트레이스,trace,
트레이서빌리티,traceability,トレ?サビリティ(トレ?サビリティ)
원도,traced drawing,
트레이스도,traced drawing,
원도,traced drawing,
트레이스도,traced drawing,
트레이서,tracer,
트레이싱 클로스,tracing cloth,
트레이싱 페이퍼,tracing paper,
궤도,track,
궤간 게이지,track gauge,
트랙 게이지,track gauge,
궤간 게이지,track gauge,
트랙 게이지,track gauge,
궤도 모터 카,track motor car,
앞바퀴 연접봉,track rod,
궤도 시험차,track testing car,
트래킹,tracking,追跡(ツイセキ)
견인력,traction,
끌기,traction,
견인,traction,
견인력,traction,
끌기,traction,
견인,traction,
견인력,traction,
끌기,traction,
견인,traction,
트랙터,traction engine,
트랙션 휠,traction wheel,
견인력,tractive ability,
견인력,tractive force,掃流力(ソウリュウリョク)
트랙터,tractor,トラクタ(トラクタ)
트랙터 셔블,tractor shovel,トラクタショベル(トラクタショベル)
직업,trade,
트레이드,trade,
직업,trade,
트레이드,trade,
상표,trade mark,
트레이드 마크,trade mark,
상표,trade mark,
트레이드 마크,trade mark,
상품명,trade name,
트레이드 오프,trade off,トレ?ドオフ(トレ?ドオフ)
노동 조합,trade union,
공장 폐수,trade waste,
교통 공학,traffic engineering,
