한글,영어,일어
염생초원,salt steppe,鹽生草原
도약 전도,saltatory conduction,跳躍傳導
사경(법),sand culture,砂栽培
사양토,sandy loam,砂壤土
액과,sap fruit,液果
사포닌,saponin,サポニン
"부식성, 부생",saprophagous,腐食性--形
"사물기생, 부생동물성",saprozoic,腐生動物--形
근섬유막,sarcolemma,(1)筋纖維膜 (2)筋しょう
근소포체,sarcoplasmic reticulum,筋小胞體
사르코신,sarcosine,ザルコシン
다육종피,sarcotesta,肉質種皮
근소관계,sarcotubular system,筋細管系
포화밀도,saturation density,飽和密度
"사바나, 열대초원",savanna,サバンナ
삭시톡신,saxitoxin,サキシトキシン【具毒】
조면,scabrous,粗面--形
고실계(鼓室階),scala tympani,鼓室階
전정계(前庭階),scala vestibuli,前庭階
사다리꼴접합,scalariform conjugation,はしご形接合
관절지,scaphocerite,鱗片
악주엽(顎舟葉),scaphognathite,がく*顎*舟葉
견갑골,scapula,(1)肩甲骨 (2)背板肩甲部
"반흔, 자국",scar,はん痕
"부식동물, 청소동물",scavenger,(1)スカベンジヤ－ (2)腐食者 (3)淸掃動物
향기샘,scent gland,[體]臭腺
쉭 검사,Schick's test,シックのテスト
열체강,schizocoel,(1)原體腔 (2)裂體腔
분열생식,schizogony,(1)複分裂增員 (2)增員生殖 (シゾゴニ－)
어군(魚群),school,群れ
시반세포,Schwann cell,シュワン細胞
@슈반 세포,Schwann's cell,シュワン細胞
공막,sclera,强膜
후벽조직,sclerenchyma,厚壁組織
골편모세포,scleroblast,(1)骨片母細胞 (2)造骨細胞
경질단백질,scleroprotein,硬タンパク質
경화작용(硬化作用),sclerotization,硬化
경절(硬節),sclerotome,硬節
"두절, 머리마디",scolex,頭節
유간세포,scolopale,先軸器
발바닥털,scopula,步脚毛束
안목상취산화서,scorpioid cyme,サソり形花序
스코톱신,scotopsin,スコトプシン
"긁어먹기동물, 마찰편",scraper,摩擦片
음낭,scrotum,陰囊
괴혈병,scurvy,壞血病
순판,scutum,(1)盾板 (2)背甲 (3)背板 (4)鱗甲 (5)大鱗
사이피스토마,scyphistoma,スキフィストマ[幼生]
사이풀라,scyphula,スキフラ[幼生]
"바닷말, 해조",seaweed,海藻
피지샘,sebaceous gland,皮脂腺
이차전달자,second messenger,第二メッセンジャ－
이차수피,secondary bark,二次樹皮
이차골,secondary bone,二次骨
이차세포벽,secondary cell wall,二次細胞壁
이차림,secondary forest,二次林
이차 아가미,secondary gill,二次?　
이기생장,secondary growth,二次成長
이차균사,secondary hypha,二次菌絲
이차면역반응,secondary immune response,二次[免疫]應答
이차유도,secondary induction,二次誘導
이차감염,secondary infection,二次感染
이기분열조직,secondary meristem,二次分裂組織
이기체관부,secondary phloem,二次師@篩@部
이차벽공연결,secondary pit connection,二次連絡
이기방사조직,secondary ray,二次放射組織
"이차근, 곁뿌리",secondary root,二次根
이차성징,secondary sexual character,二次性徵
이차정자세포,secondary spermatocyte,二次精母細胞
이차천이,secondary succession,二次遷移
이기비대생장,secondary thickening growth,二次肥大成長
이기조직,secondary tissue,二次組織
이기관다발조직,secondary vascular tissue,二次維管束組織
이차식생,secondary vegetation,二次植生
이차벽,secondary wall,二次壁
이기물관부,secondary xylem,二次木部
세크레틴,secretin,セクレチン
분비형,secretor,分泌型
분비성분,secretory component,分泌成分
분비 과립,secretory granule,分泌果粒
분비조각,secretory piece,分泌片
편측생(偏側生),secund,偏側生--形
침강패턴,sedimentation pattern,沈降パタ－ン
세도헵툴로오스,sedoheptulose,セドヘプツロ－ス/セドヘプツロ－ス二リン酸/セドヘプツロ－スリン酸
"씨껍질, 종피",seed coat,種皮
종자발아,seed germination,種子發芽
"분절기관, 신관, 체절기",segmental organ,體節器[官]
체절감각기,segmental papilla,體節感覺器
체절판,segmental plate,體節板
할강,segmentation cavity,卵割腔
자기 인식,self recognition,自己認識
자가분화,self-differentiation,自律分化
자가수분,self-pollination,自家受粉
@자정 작용,self-purification,自然淨化
자가불임,self-sterile,自家不ねん@稔@--形
"정액, 종자",semen,精液
반고리관,semicircular canal,半規管
반월판(半月瓣),semilunar valve,半月弁
정액,seminal fluid,精液
"정액주머니, 정낭",seminal vesicle,(1)貯精囊 (2)精囊
세정관,seminiferous tubule,細精管
반번데기,semipupa,半? (半さなぎ)
반사회성,semisocial,半社會的--形
반건근,semitendinosus muscle,半けん*腱*樣筋
센다이 바이러스,Sendai virus,センダイウイルス
노쇠,senility,老衰
고참 이종동명,senior homonym,上位異物同名
"감각, 감정",sensation,感覺
감각,sense,感覺
@통각,sense of pain,痛覺
@위치 감각,sense of position,位置覺
감수성,sensitive,感受性--形
감각 적응,sensory adaptation,感覺順應
감각령,sensory area,感覺野
감각세포,sensory cell,感覺細胞
감각상피,sensory epithelium,感覺上皮
감각신경,sensory nerve,感覺神經
감각 뉴런,sensory neuron,感覺ニュ－ロン
감각유두,sensory papilla,感覺乳頭
각각점,sensory spot,→ sense spot/感覺點
이생,separate,離生--形
포간열개(胞間裂開),septicidal dehiscence,胞間裂開
천이단계,seral stage,遷移段階
"연속상동, 연속상동성",serial homology,連續相同
직렬 탄성 성분,series elastic component,直列彈性要素
혈청학적 진단,serodiagnosis,血淸學的記相
혈청학적 분류,serological classification,血淸學的分類
혈청 분류학,serotaxonomy,血淸分類學
세로토닌,serotonin,5一ヒドロキシトリプタミン(5－HT)(セロトニン)/セロトニン
장액세포,serous cell,しょう*漿*液細胞
톱니모양의,serrate,きょ@鋸@齒--形
"거치, 톱니",serration,きょ@鋸@齒
세거치(細鋸齒),serrulate,細きょ@鋸@齒--形
세르톨리세포,Sertoli cell,セルトリ細胞
혈청글로불린,serum globulin,血淸グロブリン
혈청병,serum sickness,血淸病
세스톤,seston,セストン
성지배유전,sex-controlled inheritance,從性遺傳
성 주기,sexual cycle,性週期
음엽,shade leaf,陰葉
음지나무,shade tolerant tree,陰 樹
"음수, 음지나무",shade tree,陰 樹
투영법,shadowing,シャド－イング[法]
"축, 우간(羽幹), 줄기",shaft,(1)骨幹 (2)羽軸
장연모(長軟毛),shaggy,長軟毛--形
"껍질, 패각",shell,(1)具殼 (2)殼
껍질샘,shell gland,[卵]殼腺
피부판,shield,肥厚板
방패세포,shield cell,盾細胞
시킴산,shikimic acid,シキミ酸
어깨띠,shoulder girdle,(1)肩帶 (2)胸帶
"관목, 떨기나무",shrub,低木
관목대,shrub zone,低木帶
체역,sieve area,師@篩@域
체 요소,sieve element,師@篩@要素
체판,sieve plate,師@篩@板
체공,sieve pore,師@篩@孔
체관,sieve tube,師@篩@管
체관요소,sieve tube element,師@篩@管要素
"Ｓ자형, 시그모이드",sigmoid,S字形--形
신호자극,sign stimulus,信號刺激
신호,signal,信號 (シグナル)
규소세포,silica cell,ケイ酸細胞
실리카렘마,silicalemma,シリカレンマ【紅藻の】
규산식물,silicicolous plant,ケイ酸植物
규화(珪化),silicification,けい@珪@化
장각과(長角果),siliqua,長角果
장각과,silique,長角果
견사샘,silk gland,絹絲腺
"미사, 가는모래",silt,シルト
단세포,simple cell,單純型細胞
단층상피,simple epithelium,單層上皮
"홑눈, 단안",simple eye,單眼
공동(空洞)의,sinuous,波狀--形
동샘,sinus gland,サイナス腺
정맥동,sinus venosus,靜脈洞
동양혈관,sinusoid,洞樣血管 (シヌソイド)
관상,siphon,(1)水管 (2)管體
관상수정식물,siphonogamous plant,有管植物
관상접합(管狀接合),siphonogamy,花粉管受精
관구,siphonoglyph,管溝
수관판(水管板),siphonoplax,水管板
뿔관,siphuncle,連室細管
시레닌,sirenin,シレニン
자매군,sister group,姉妹群
시토스테롤,sitosterol,シトステロ－ル
골격,skeleton,骨格
"피부, 표피",skin,皮膚
암주성,skototaxis,走暗性  (負の走光性)
"두개골, 두골",skull,頭骨
수면운동,sleep movement,睡眼連動
슬라이드 세포배양,slide cell culture,懸滴培養
슬라이드 배양,slide culture,スライド培養
탄출운동,sling movement,はじきだし運動
지연성 바이러스 감염,slow virus infection,スロ－ウイルス感染症
작은창자,small intestine,小場
"후각, 향",smell,におい
활면소포체,smooth endoplasmic reticulum,滑面小胞體
"평활근, 민무늬근",smooth muscle,平滑筋
깜부기균,smut fungi,黑穗菌類
흑수포자,smut spore,黑穗胞子
사독,snake venom,蛇毒
사회적 행동,social behavior,社會的行動
사회적 조장,social facilitation,社會的促進
"순위제, 사회 위계",social hierarchy,社會的階層
사회성곤충,social insect,社會性昆蟲
사회,society,社會
나트륨 통로,sodium channel,ナトリウムチャネル
나트륨 전류,sodium current,ナトリウム電流
연구개,soft palate,軟口がい*蓋*
연질목재,softwood,軟材
"흙, 토양",soil,土壤
토양생태계,soil ecosystem,土壤生態系
토양균류,soil fungi,土壤菌類
토양단면,soil profile,土壤斷面
토양병,soil sickness,いや@忌@地
졸,sol,ゾル
병정개미,soldier,丘 隊
유관강모,solenidion,感覺毛
유관세포,solenocyte,炎細胞
가자미근,soleus muscle,ヒラメ節
단서상(單棲相),solitary phase,孤獨相
용액,solution,溶液
체세포분열,somatic cell division,體細胞分裂
체측중배엽,somatic mesoderm,壁側中胚葉
체근,somatic muscle,體性節
체성신경계,somatic nervous system,體性神經系
체강낭,somatocoel,體 腔
성장촉진제,somatomedin,ソマトメジン
체세포질,somatoplasm,(1) 體細胞形質    (2) 體質
@생장 호르몬,somatotropic hormone,成長ホルモン  (STH)
생장호르몬,somatotropin,成長ホルモン  (STH)
소르비톨,sorbitol,ソルビト－ル
발음,sound production,發音
공간 정수,space constant,空間定數
"산생(散生), 성긴",sparse,散生--形
스파스모님,spasmoneme,スパスモネム
불염포(佛焰苞),spathe,佛炎ほう@苞@
공간적가중,spatial summation,空間的加重
특수화,specialization,特殊化
특수형질도입,specialized transduction,特殊導入
종밀도,species density,種密度
특이면역,specific immunity,特異免疫
엽면적비,specific leaf area,葉面積比 (SLA)
엽중비,specific leaf weight,葉重比 (SLW)
세점(細点),speckled,細点--形
"경, 단안, 거울",speculum,翼鏡
정자 성상체,sperm aster,精子星狀體
정자관,sperm tube,精子管
고환,spermary,精巢
정삭,spermatic cord,精索
정포(精包),spermatophore,精包         (精きょう*莢*)
정포낭,spermatophore sac,精包囊
"정원론, 정자론",spermism,精子輪
물이끼습원,sphagnum bog,ミズゴケ濕原
접형사골(蝶形篩骨)의,sphenethmoid,ちょう*蝶*形[骨]し*篩*骨
소구세포,spherule cell,小球細胞
괄약근,sphincter,括約筋
스핑고미엘린,sphingomyelin,スフィンゴミエリン
수상(穗狀),spicate,穗狀--形
"잔이삭, 교미침, 침상골",spicula,小穗
거미줄관,spigot,吐絲管
작은이삭,spikelet,小穗
스핀표지,spin labeling,スピン標識
"외뼈, 척추, 가시",spina,刺甲
척수신경절,spinal ganglion,脊髓神經節
척수신경,spinal nerve,脊髓神經
척수반사,spinal reflex,脊髓反射
가슴판,spinasternum,刺腹板
"방적돌기, 실돌기",spinneret,(1) 出絲突起         (2) 吐絲管
실샘,spinning gland,出絲腺         (紡績腺)
"입수공, 기문, 호흡공",spiracle,(1) 氣門           (2) 呼吸孔           (3) 噴水孔
나선생장,spiral growth,らせん成長
나선잎차례,spiral phyllotaxis,らせん葉序
나선문헛물관,spiral tracheid,らせん紋假道管
나사무늬물관,spiral vessel,らせん紋道管
나선난할동물,spiralia,らせん卵割動物
"나선, 소용돌이",spire,ら*螺*塔
나선자포,spirocyst,ら*螺*刺胞
이열사생(二列斜生),spiro-distichy,二列斜生【葉序の】
장측중배엽,splanchnic mesoderm,臟側中胚葉
내장강,splanchnocoel,內臟腔
웅화반(雄花盤),splash-cup,雄花盤【コケの】
비장적제술,splenectomy,ひ*脾*臟除去
비장골,splenial bone,(1) 粘骨    (2) 板狀筋
해면질,spongin,海線質
해면질 섬유,spongin fiber,海綿質纖維
"해면질모세포, 신경교모세포",spongioblast,海綿質纖維母細胞
해면엽육조직,spongy mesophyll,海綿狀葉肉組織
해면유조직,spongy parenchyma,海綿狀柔組織
자발적 행동,spontaneous behavior,自發行動
자발성 종양,spontaneous tumor,自然發生しゅ*腫*よう
스포라딘,sporadin,スポラジン
소포자낭,sporangiolum,小胞子囊【菌類の】
포자낭병,sporangiophore,胞子囊床《柄》
낭포자,sporangiospore,胞子囊胞子
포자감소,sporic reduction,胞子還元
포자세포,sporoblast,胞子細胞
포자낭과,sporocarp,胞子囊果
절상포자낭( 狀胞子囊),sporocladium,スポロクラジア
포자형성세포,sporogenous cell,胞子形成細胞
스포로곤,sporogon,スポロゴン
포자엽,sporophyll,胞子葉
포자체불화합성,sporophytic incompatibility,胞子體不和合性
스포로폴레닌,sporopollenin,スポロポレニン
"포자소체, 유주자",sporozoite,種蟲  (スポンゾイト)
봄식물,spring ephemeral,春植物
춘재,spring wood,春材
싹,sprout,ぼう@萌@芽
위견과(僞堅果),spurious nut,僞堅果
"판막, 비늘, 인",squama,(1) 胸辯         (2) 辯膜         (3) 鱗 (4) 鱗せつ
편평상피,squamous epithelium,へん平上皮
안정성,stability,安定性
안정연령분포,stable age distribution,安定齡構成
안정형 개체군,stable population,安定個體群
"령(齡), 기(期)",stadium,[病] 期
"기, 재물대",stage,(1) 期  (2) 段階
표준대사율,standard metabolic rate,標準代謝速度
표준화,standardization,標準化
녹말립,starch grain,デンプン粒
녹말잎,starch leaf,デンプン葉
녹말종자,starch seed,デンプン種子
녹말초,starch sheath,デンプン?
평형기(관),static organ,平衡器[官]
평형감각,static sense,平衡覺
"평형사, 평형모래",statocone,平衡砂
"평형낭, 평형포",statocyst,平衡胞
"성상포자, 다실포자",staurospore,星形胞子
안정밀도,steady density,安定密度
증기멸균기,steam sterilizer,蒸氣滅菌器
지질생산,steatogenesis,脂肪合成
중심주설,stelar theory,中心柱說
중심주형,stelar type,中心柱型
성상,stellate,星形--形
성상모,stellate hair,星狀毛
"곁홑눈, 단안",stemma,側單眼
입체 현미경,stereoscopic microscope,實體顯微鏡
굴촉성(屈觸性),stereotropism,向觸性    (接觸向性)
"소병, 경자",sterigma,小柄【擔子器の】
불임꽃,sterile flower,不ねん@稔@花
포영,sterile glume,包えい@穎@
"가슴판, 복판",sternite,(1) 腹板  (2) 腹板節片
흉골설골근,sternohyoid muscle,胸骨舌骨筋
흉골갑상근,sternothyroid muscle,胸骨甲狀筋
"배판, 가슴판, 흉골",sternum,(1) 胸骨 (2) 胸板   (3) 胸甲  (4) 腹板
스테로이드 호르몬,steroid hormone,ステロイドホルモン
"무강포배, 중실포배",sterroblastula,→stereo-blastula
스트어트기관,Stewart's organ,スチュワ－ト器官
포자군체,stichidium,四分胞子たく@托@
스티그마스테롤,stigmasterol,スチグマステロ－ル
"침, 벌침",sting,(1) 刺傷  (2) 毒針
"쐐기털, 자모(刺毛)",stinging hair,刺毛
소탁엽,stipel,小たく@托@葉
소탁엽(小托葉),stipellum,小たく@托@葉
유병(有柄),stipitate,有柄--形
"턱잎, 탁엽",stipule,たく@托@葉
탁엽관,stipulode,たく@托@葉冠
위,stomach,胃
"구도, 구와",stomodaeum,(1) 口陷    (2) 口道/(3) 前腸
"구도(口道), 구와(口窩)",stomodeum,(1) 口陷    (2) 口道/stomod[a]eum
"핵, 돌, 결석",stone,核【果實の】
석관,stone canal,石管
석세포,stone cell,石細胞
핵과,stone fruit,石果
저장세포,storage cell,貯藏細胞
저장기관,storage organ,貯藏器官
저장근,storage root,貯藏根
계층상형성층,storied cambium,層階狀形成層
계층상재,storied wood,層階狀材
전략,strategy,戰略
다층상피,stratified epithelium,重層上皮
각질층,stratum corneum,角質層
원주층,stratum cylindricum,圓柱層
"발아층, 배아층",stratum germinativum,胚芽層
과립층,stratum granulosum,果粒層
투명층,stratum lucidum,淡明層
"가시층, 유극층",stratum spinosum,有棘層
획선배양(劃線∼),streak culture,畵線培養
스트렙시네마,strepsinema,ストレプシネマ
신장수용기,stretch receptor,伸張受容器
신장 반사,stretch reflex,伸張反射
줄무늬맥계,striate venation,條線脈系
가로무늬연변부,striated border,條紋綠
가로무늬근,striated muscle,橫紋筋
"마찰기,발음기",stridulating organ,摩擦器[官]
마찰음,stridulation,摩擦發音
횡분체,strobila,(1) 橫分體 (ストロビラ) (2) 片節連體
"횡분체형성, 횡분열",strobilation,橫分體形成
화주구,stylar canal,花柱溝
"문침(吻針), 빨대, 탐침",stylet,(1) 針狀體  (2) 口針  (3) せん*穿*刺きょく*棘*  (4) 探査針
봉상체,styloid,棒狀體
"주각, 주하체",stylopodium,柱脚
시하흔,subalar,→subalar[bone]
아고산성,subalpine,亞高山--形
차정단시원세포,subapical initial,次頂端始原細胞
아한대의,subarctic,亞寒帶--形
아군집,subassociation,亞群集
아구조(亞鉤爪),subchela,亞きょう*鋏*
아극상,subclimax,亞極相
아전연맥(亞前緣脈),subcosta,亞前緣脈
피하조직층,subcutaneous tissue,皮下組織
코르크질,suberin,スベリン
코르크화,suberization,コルク化
배하강(胚下腔),subgerminal cavity,胚下腔
자실하층,subhymenium,子實下層
아성충,subimago,亞成蟲
장하정맥,subintestinal vein,小腸下靜脈
주관적 동의어,subjective synonym,主觀的異名
반치사 손상,sublethal damage,亞致死損傷
혀밑샘,sublingual gland,舌下腺
"아조대의, 아연안의",sublittoral,亞沿岸--形
아하순기절,submentum,下唇亞基節
액침배양,submerged culture,液內培養
침수초원,submerged grassland,沈水草原
침수식물,submerged plant,沈水植物
신경하샘,subneural gland,(1) 神經下腺     (2) 腦下腺
아항설대(亞恒雪帶),subnival zone,亞恒雪帶
아극,subpolar,亞極--形
이차천이계열,subsere,二次系列
부속조,subset,サブセット
아사회성,subsocial,亞社會性--形
젤라틴질,substantia gelatinosa,こう*膠*樣質
흑질(黑質),substantia nigra,黑質
"개엽(蓋葉), 모엽",subtending leaf,がい@蓋@葉 (母葉)
지중동물,subterranean animal,地下性動物
지하기관,subterranean organ,地下器官
지하경,subterranean stem,地下莖
아조간대,subtidal zone,亞湖間帶
아족,subtribe,亞族
아열대다우림,subtropical rain forest,亞熱帶多雨林
숙신산,succinic acid,コハク酸
흡위(吸胃),sucking stomach,吸胃
흡입력,suction force,吸水力
발한(發汗),sudation,發汗
발한샘,sudoriferous gland,汗腺
아관목(亞灌木)의,suffrutescent,亞低木--形
종구,sulcate,縱溝--形
"장구립(長溝粒), 종구립",sulcate grain,長溝粒【花粉の】
설프히드릴 효소,sulfhydryl enzyme,スルフヒドリル酵素  (SH酵素)
집적,summation,加重
여름눈,summer bud,夏芽
여름알,summer egg,夏卵
여름형,summer form,夏型
하록수림,summer green forest,夏綠樹林
양엽,sun leaf,陽葉
양지식물,sun plant,陽性植物
양수(陽樹),sun tree,陽樹
불요명(不要名),superfluous name,不要名
상위자방,superior ovary,上位子房
상대정맥,superior vena cava,上大靜脈
과잉사지,supernumerary limb,過剩肢
"초생물체, 초개체",superorganism,超個體
"인공배란, 과배란",superovulation,過[剩]排卵
과산화물,superoxide,超酸化物  (ス－パ－オキシド)
과잉기생,superparasite,過寄生體
다기생,superparasitism,過寄生
중복,superposition,縱生
회외근(回外筋),supinator,回外筋
회외근,supinator muscle,回外筋
지지막,supporting film,支持膜
지지층,supporting lamella,支持層
"잠재, 억제된",suppressed,潛在--形
화농,suppuration,化のう
조상대,supralittoral,潮上帶[性]―形
상후두골,supraoccipital,上後頭骨
시삭상핵,supraoptic nucleus,視索上核
부신(副腎),suprarenal gland,副じん*腎*
측두상골,supratemporal bone,上側頭骨
표면배양,surface culture,表面培養
표층,surface layer,表層
표면페로몬,surface pheromone,表面フェロモン
생존곡선,survivorship curve,生存曲線
현수배주,suspended ovule,垂下胚珠
스베드버그단위,Svedberg unit,スベドベリ單位
"늪, 소택(沼澤)",swamp,沼澤
유주포자,swarm spore,遊走子
유주,swarming,(1) 群泳  (2) 群飛  (3) スオァ－ミング (展開)  (4) 分封
땀샘,sweat gland,汗腺
팽윤운동,swelling movement,膨潤運動
유영지,swimmeret,遊泳肢
"은두꽃차례, 은두화서",sycomum,イチジク狀果
상칭면,symmetrical plane,相稱面
교감신경절,sympathetic ganglion,交感神經節
교감신경,sympathetic nerve,交感神經
합판,sympetaly,合弁
객생자(客生者),symphile,(1) 寄食動物    (2) 社會性昆蟲共生者    (3) 優遇共生者
골유착,symphysis,(1) 結合 (2) 下がく*顎*結合
합포체(合胞體),symplast,シンプラスト
공동파생형질,synapomorphy,子孫形質共有
시납스 간극,synaptic cleft,シナプス間げき
시납스 지연,synaptic delay,シナプス遲延
시납스 억제(작용),synaptic inhibition,シナプス[性]抑制
"시납스꼭지, 시납스결절",synaptic knob,シナプス小頭[部]
시납스 잡음,synaptic noise,シナプス雜音
시납스 전위,synaptic potential,シナプス[後]電位
시납스 전달,synaptic transmission,シナプス傳達
시납스소포,synaptic vesicle,シナプス小胞
"부동결합, 부동관절",synarthrosis,不動結合
복합자낭,synascus,集合子囊
합생심피,syncarpous,合生心皮--形
동조인자,synchronizer,同調因子
동조 자웅동체,synchronous hermaphroditism,同調的雌雄同體現象
"합포성영양막, 다핵성 영양막",syncytiotrophoblast,合胞榮養芽層
상승작용,synergy,相乘[作用]
합체배우자,syngamete,合體配偶子
동시생성,syngenesis,有性生殖
이명표,synonymy,異名表
총괄식검색표,synoptic key,總括式檢索表
"활막, 윤활막",synovial membrane,滑膜
합판화관,synpetalous corolla,合弁花冠
"유착천추골(癒着薦椎骨), 복합천골",synsacrum,腰仙つい*椎*
합판꽃받침,synsepalous calyx,合片がく@?@
합성효소,synthetase,シンテタ－ゼ  (合成酵素)
합성 항원,synthetic antigen,合性抗原
영양공생,syntrophy,榮養共生
"종사회, 계층군락",synusia,種社會
매독,syphilis,梅毒
"울대, 명관",syrinx,鳴管
"전신궁, 체궁",systemic arch,大動脈弓
체순환,systemic circulation,體循環
체심장,systemic heart,休心臟
전신홍반성낭창,systemic lupus erythematosus,全身性エリテマト－デス
체정맥,systemic vein,體靜脈
수축(기),systole,收縮期((相))
연접,syzygy,(1) 相同染色體對合    (2) 連接    (3) 連合
비갑개골,tabular bone,板骨
주성운동,tactic movement,走性運動
촉각소체,tactile corpuscle,觸小體
촉각기,tactile organ,觸覺器[官]
촉각수용기,tactile receptor,觸受容器
촉각,tactile sense,觸[感]覺
올챙이,tadpole,オタマジャクシ
"나선상융기, 윤(輪)",taenidium,らせん絲
한대침엽수림,taiga,タイガ
미습(尾褶),tail fold,尾褶
종렬주행,tandem running,連結步行
접선절편,tangential section,接線切片
탄닌조직,tannin tissue,タンニン組織
"반사면, 융단조직",tapetum,夕ペ－ト組織
"촌충, 조충",tapeworm,條蟲
주근계,taproot system,主根系
부척골,tarsometatarsus,(1) 足根中足骨       (2) 付しょ*蹠*骨
"부골, 발목마디, 발목뼈",tarsus,(1) 足首      (2) 付骨      (3) 付節      (4) 足根骨      (5) 末節
타르타르산,tartaric acid,酒石酸
미맹,taste blindness,味盲
미뢰,taste bud,味覺芽     (味らい)
@T 세포,T-cell,T細胞
"개막, 덮개막",tectorial membrane,[うずまき管]おおい膜        がい*蓋*膜
"내종피, 상개",tegmen,上がい*蓋*
"뇌피개(腦被蓋), 피개",tegmentum,表層
어깨판,tegula,肩板
"외피, 피포",tegument,外皮
테이코산,teichoic acid,テイコ酸
"단뇌(端腦), 종뇌",telencephalon,終腦   (端腦)
목적론,teleology,目的論
목적률,teleonomy,目的論說
끝세포,teloblast,端細胞
말단동원체성 염색체,telocentric chromosome,末端動原體染色體
끝넓적다리마디,telofemur,末たい*腿*節
텔롬,telome,テロム
텔롬설,telome theory,テロム說
단부절(端 節),telotarsus,端付節
단부섬모환,telotroch,端部纖毛環
"꼬리마디, 미절",telson,(1) 尾節   (2) 肛門節
온대낙엽수림,temperate deciduous forest,溫帶落葉樹林
온대림,temperate forest,溫帶林
온대우림,temperate rain forest,溫帶多雨林
온도순응,temperature acclimation,溫帶順化
온도 수용체,temperature receptor,溫度受容器
측두골,temporal bone,側頭骨
측두와,temporal fossa,側頭窩
측두엽,temporal lobe,側頭葉
일시적 가중,temporal summation,時間的加重
힘줄,tendon,けん*腱*
힘줄반사,tendon reflex,けん*腱*反射
장력계,tensiometer,テンションメ－タ－
신장력,tension,(1) 緊張  (2) 張力
"촉수, 촉각",tentacle,(1) 觸手  (2) 觸腕
촉수포,tentaculocyst,觸手胞
막상골교,tentorial bridge,幕狀骨橋
막상골,tentorium,幕狀骨
화피편,tepal,花被片
원주형,terete,円柱形--形
"정생꽃, 정화",terminal flower,頂花
말단신경,terminal nerve,末端神經
말단기관,terminal organ,末端器[官]
삼출,ternate,三出--形
"삼출겹잎, 삼출복엽",ternately compound leaf,三出複葉
테르펜,terpene,テルペン
육상 동물,terrestrial animal,陸生動物
육상생태계,terrestrial ecosystem,陸上生態系
육상초원,terriherbosa,陸上草原
"세력권, 세력권제",territoriality,繩張り制
"세력권, 텃세권",territory,(1) 繩張り  (2) 領域
삼차기생자,tertiary parasite,(1) 三次寄生體((者))       (2) 三次寄生蟲
삼차나선,tertiary spiral,三次らせん
삼차비후,tertiary thickening,三次肥厚【細胞壁の】
삼차맥,tertiary vein,三次脈
삼차벽,tertiary wall,三次壁【細胞壁の】
정소 여포,testicular follicle,精巢小胞
테스토스테론,testosterone,テストステロン
강직 자극,tetanic stimulation,强縮[性]刺激
파상풍,tetanus,(1) 强縮     (2) 破傷風
사륜화,tetracyclic flower,四輪花
"사면체의, 사면체",tetrahedral,四面體--形
테트라요오드 티로닌,tetraiodothyronine,テトラヨ-ドチロニン      (T4)
사수성,tetramerous,四數性--形
사수성화,tetramerous flower,四數花
사원형,tetrarch,四原型--形
사분포자낭,tetrasporangium,四分胞子囊
사분포자체,tetrasporophyte,四分胞子體
테트로도톡신,tetrodotoxin,テトロドトキシン
사탄당,tetrose,テトロ－ス (四灰糖)
시상,thalamus,視床
엽상식물,thallophyte,葉狀植物
의사(擬死),thanatosis,擬死
조생치(槽生齒),thecodont,槽生齒
데오필린,theophylline,テオフィリン
자연선택설,theory of natural selection,自然選擇說
열발생,thermogenesis,熱發生
열생장반응,thermo-growth reaction,熱成長反應
온주기율,thermoperiodism,溫度周期性
온도수용기,thermoreceptor,溫度受容器
체온조절,thermoregulation,(1) 溫度調節        (2) 體溫調節
후벽유조직,thick-walled parenchyma,厚壁柔細胞
후벽유세포,thick-walled parenchyma cell,厚壁柔細胞
박층 크로마토그래피,thin layer chromatography,薄層クロマトグラフィ-
흉지(胸肢),thoracic appendage,(1) 胸脚        (2) 胸肢
흉강,thoracic cavity,胸腔
가슴관,thoracic duct,胸管
가슴신경절,thoracic ganglion,胸部神經節
"가슴샘, 흉선",thoracic gland,胸部腺
흉추골,thoracic vertebra,胸つい*椎*
가슴다리,thoracopod,胸肢
"가슴, 흉곽",thorax,(1) 胸部        (2) 胸郭
"가시세포, 자세포, 자포",thread cell,刺細包
트롬빈,thrombin,トロンビン
트롬보겐,thrombogen,トロンボゲン
트롬보키나아제,thrombokinase,トロンボキナ－ゼ
트롬보플라스틴,thromboplastin,トロンボプラスチン
혈전증,thrombosis,血栓症
툰베르그관,Thunberg tube,ツンベルク管
틸라코이드,thylakoid,チラコイド
흉선절제술,thymectomy,胸腺除去
티미딜산,thymidylic acid,チミジル酸
흉선세포,thymocyte,胸腺細胞
흉선,thymus gland,胸腺
흉선의존 영역,thymus-dependent area,胸腺依存域
티로칼시토닌,thyrocalcitonin,チロカルシトニン
갑상연골,thyroid cartilage,甲狀軟骨
갑상선,thyroid gland,甲狀腺
갑상선호르몬,thyroid hormone,甲狀腺ホルモン
갑상선 절제,thyroidectomy,甲狀腺除去
갑상선염,thyroiditis,甲狀腺炎
갑상선자극호르몬,thyroid-stimulating hormone,甲狀腺刺激ホルモン   (TSH)
"종아리, 정강이뼈, 경골",tibia,(1) 脛骨    (2) 脛節
"종아리, 정강이뼈",tibiale,脛側骨
"경골족근, 경부골",tibiotarsus,(1) 脛付節   (2) 脛末節
시간 정수,time constant,時定數
