한글,영어,일어
무작위화,randomization,
무작위 블록법,randomized block design,
무작위 블록,randomized blocks,
임의위치 저장,randomized storage,
무작위성,randomness,
무작위선 주사방식,random-scan-line-drawing displays,
무작위화,randomziation,
범위,range,
범위법,range method,
순위 상관 계수,rank correlation coefficient,
행렬의 계수,rank of a matrix,
순위가중배열법,ranked positional weights method,
신속시작체계,rapid prototyping system,
고속 이송,rapid traverse,
래스터 주사방식,raster scanning,
래스터주사방식,raster scanning display,
톱니바퀴형 회전운반장치,ratchet and pawl indexing,
요금기준,rate base,
배당률,rate of dividend,
부하율,rate of load to capacity,
제품 교체율,rate of new product grouth,
가동률,rate of operation of equipment,
수익률,rate of return,
투자 이익률법,rate of turn on investment method,
임금률구간,rate ranges,
정률생산,rate-based production,
"평가, 평점",rating,
비율 분석,ratio analysis,
비율 지연법,ratio delay study,
자본 이익률,ratio of profit to capital,
매출액 이익률,ratio of profit to sales,
자본 이익률,ratio of return profit to capital,
자본 이익률,ratio of return to capital,
합리적 부분군,rational sub group,
합리적 부분군,rational subgroup,
원 자료,raw data,
원재료비,raw material cost,
원격중심조종기,RCC,
범위 관리도,R-chart,
반응 시간,reaction time,
읽기전용 기억장치,read only memory,
가독성,readability,
가동준비율,ready rate,
시작시점,ready time,
실질 이자율,real interest rate,
실시간,real time,
실시간 시스템,real time system,
실질 임금,real wage,
실시간,real-time,
실시간 처리,real-time processing,
실시간 시스템,real-time system,
리머,reamer,
리밍,reaming,
"수축색, 후퇴색",receding color,
수납,receipt,
"수납 검사, 수입검사",receiving inspection,
수용기,receptor,
레코드,record,
직교좌표계,rectangular coordinate system,
직교좌표계,rectangular coordinates,
정류기,rectifier,
선별형 샘플링검사,rectifying sampling inspection,
직교선 거리,rectilinear distance,
재귀상태,recurrent state,
자기호출 경로,recursive routine,
자기호출루틴,recursive routine,
자기호출 경로,recursive routine,
자기호출루틴,recursive routine,
수월한 검사,reduced inspection,
감소,reduction,
열압박의 해소,reduction of the heat stress,
중복,redundancy,
중복할당,redundancy allocation,
중복방정식,redundant equations,
기준면,reference plane,
정밀화게임,refined game,
반사율,reflectance,
재생성점,regeneration point,
재생성적인,regenerative,
재생성적인 방법,regenerative method,
재생성 시스템,regenerative system,
재생성 시스템 MRP,regenerative system MRP,
레지스터,register,
회귀 분석,regression analysis,
회귀계수,regression coefficient,
회귀제곱합,regression sum of squares,
규칙적 요소작업,regular element,
독일 작업 연구위원회,Reichsausschsses fur Arbeitsstudien,
재투자 수익률,reinvestment rate of return,
불합격 품질수준,rejectable quality level,
불합격,rejection,
불합격 판정개수,rejection number,
불합격 판정치,rejection value,
상대색,related colors,
관계도,relationship diagram,
상대적 코스트 등급,relative cost ranking,
상대 오차,relative error,
상대도수,relative frequency,
상대 에너지 대사율,relative metabolic rate,
상대 에너지 대사율,relative metabolic ratio,
완화법,relaxation method,
계전기,relay,
계전기 구동장치,relay actuator,
신뢰도,reliability,
신뢰도 할당,reliability allocation,
신뢰도 블록도,reliability block diagram,
신뢰도 설계,reliability design,
신뢰도 공학,reliability engineering,
신뢰도 지수,reliability index,
신뢰도 관리,reliability management,
신뢰도 예측,reliability prediction,
신뢰도 시험,reliability test,
신뢰도 이론,reliability theory,
관련 수목법,reliance trees,
여유각,relief angle,
릴리프맨,reliefman,
잔존수명법,remaining life technique,
원격 중심 조종기,remote center compliance,
렌더링,rendering,
재생 방정식,renewal equation,
재생 함수,renewal function,
재생 과정,renewal process,
재발주점,reorder point,
수리,repair,
수리가능 시스템,repairable system,
수리공 문제,repairman problem,
수리비,repairs charges,
반복도,repeatability,
반복제조,repetitive manufacturing,
반복 샘플링,repetitive sampling,
반복법,repetitive timing,
교체,replacement,
교체 비용,replacement cost,
교체 이론,replacement theory,
반복,replication,
재생원가,reproduction cost,
소요계획,requirement planning,
소요량 계획,requirements planning,
연구,research,
연구개발,research and development,
연구개발비,research and development cost,
연구 개발,research development,
수선충당금,reserve for repairs,
잔차,residual,
잔차제곱합,residual sum of squares,
플루오르 수지,resin fluorine,
저항용접,resistance welding,
해상도,resolution,
리졸루션 Ⅲ 설계,resolution Ⅲ design,
리졸루션 Ⅳ 설계,resolution Ⅳ design,
리졸루션 Ⅴ 설계,resolution Ⅴ design,
리졸루션 V 설계,resolution V design,
각위치측정기,resolver,
공명,resonance,
RAMPS,resource allocation and multi-project scheduling program,
자원 할당 문제,resource allocation problem,
자원할당도표,resource loading diagram,
자원 소요 계획,resource requirements planning,
자원 일정계획,resource scheduling,
반응비,response ratio,
반응율,response ratio,
반응비,response ratio,
반응율,response ratio,
반응면 분석,response surface analysis,
반응 시간,response time,
반응 변수,response variable,
신체속박용구,restraining device,
제약,restraint,
"제한, 제약",restrictions,
합성력,resultant force,
실적 자료법,results data method,
목표 관리,results management,
제거 비용,retirement cost,
"수축색, 후퇴색",retreating color,
반출 기계,retrieval machine,
반출 시스템,retrieval system,
회수,return,
투자 회수 수익율,return on investment,
수입,revenue,
필요 수입 공식,revenue requirement equation,
잔향,reverberation,
수정된 관리한계선,revised control limit,
수정단체법,revised simplex method,
분당회전수,revolution per minute,
로크레마틱스,rhochrematics,
승차감,ride comfort,
우변요소,right-hand side element,
우변범위,right-hand side range,
강성,rigidity,
림드 강,rimmed steel,
원형 통신망,ring network,
로봇,robot,
강건 설계,robust design,
로크웰 경도,Rockwell hardness,
간상세포,rod cell,
"역할 실험법, 롤플레잉",role playing,
횡전 운동,roll,
횡전 성형,roll forming,
횡전손목관절,roll joint,
롤러 컨베이어,roller conveyer,
롤러 컨베이어,roller conveyor,
압연,rolling,
압연기,rolling mill,
근,root,
근궤적법,root locus method,
로르샤하 테스트,Rorschach test,
로스터링 스케줄링,rostering scheduling,
로터리 파일링 시스템,rotary filing system,
회전 변환,rotational transformation,
회전자,rotor,
황삭,rough cut,
조도,roughness,
조도 높이,roughness height,
라운딩,rounding,
진원도,roundness,
경로,route,
경로 분석,route analysis,
공정절차표,route sheet,
경로,routine,
경로,routing,
로완식 계획,Rowan plan,
로완식 장려급,Rowan plan,
로완식 계획,Rowan plan,
로완식 장려급,Rowan plan,
로완식 할증 제도,Rowan premium plan,
RPG,RPG,
분당회전수,rpm,
반출 시스템,RS,
럭커 커브,Rucker plan,
럭커 계획,Rucker plan,
럭커 커브,Rucker plan,
럭커 계획,Rucker plan,
규칙 기반 시스템,rule based system,
규칙 기반 전문가 시스템,rule-based expert system,
규칙기반 시스템,rule-based system,
럼,rum,
런,run,
런 길이,run length,
런 아웃,run out,
런 검정,run test,
런아웃,runout,
재고소진기간,runout time,
재고소진기간법,runout time method,
파손강도,Rupture strength,
s 관리도,s chart,
새카드 안구운동,saccadic movement,
새커드 안구운동,saccadic movement,
새카드 안구운동,saccadic movement,
새커드 안구운동,saccadic movement,
안장,saddle,
안장점,saddle point,
게임의 안장점,saddle point of a game,
SAE 규격,SAE standard,
안전,safety,
안전 여유,safety allowance,
안전색,safety color,
안전 기사,safety engineer,
안전 공학,safety engineering,
안전 요소,safety factor,
안전 여유 시간,safety float,
안전 여유도,safety margin,
안전 감시,safety monitoring,
안전성감시,safety monitoring,
안전 감시,safety monitoring,
안전성감시,safety monitoring,
안전 재고,safety stock,
판매측 시장,saler market,
매출 수익률,sales profit ratio,
판매세,sales tax,
잔존가치,salvage value,
샘 레이팅,SAM rating,
표본,sample,
시료 문자,sample letters,
표본 평균,sample mean,
표본 비율,sample proportion,
표본 크기,sample size,
시료문자,sample size code letter,
표본 표준 편차,sample standard deviation,
표본 단위,sample unit,
샘플링 단위,sample unit,
표본 단위,sample unit,
샘플링 단위,sample unit,
표본 분산,sample variance,
샘플링,sampling,
표본 분포,sampling distribution,
표본 오차,sampling error,
샘플링 검사,sampling inspection,
규준형 샘플링검사,sampling inspection based on OC curve,
규준형 샘플링검사,sampling inspection based on operating characteristics,
계수형 샘플링검사,sampling inspection by attribute,
계수형 샘플링검사,sampling inspection by attributes,
계량형샘플링검사,sampling inspection by variable,
계량형샘플링검사,sampling inspection by variables,
연속생산형 샘플링검사,sampling inspection for continuous production,
샘플링검사 방식,sampling inspection method,
샘플링 검사표,sampling inspection table,
조정형 샘플링검사,sampling inspection with adjustment,
선별형 샘플링검사,sampling inspection with screening,
샘플링법,sampling method,
조정형 샘플링검사,sampling procedures with severity adjustment,
샘플링율,sampling rate,
샘플링 단위,sampling unit,
복원추출,sampling with replacement,
선별형 샘플링검사,sampling with screening,
비복원추출,sampling without replacement,
샌드블라스트,sand blast,
사형 주조,sand casting,
샌드블라스트,sandblast,
새터스웨이트 자유도,Satterthwaite's degree of freedom,
포화 설계,saturated design,
채도,saturation,
최대 후회 최소화 원칙,savage principle,
절감,saving,
척도모수,scale parameter,
축척변환,scaling transformation,
스캔론 플랜,scanlon plan,
스캐너,scanner,
레이저 검사,scanning laser beam inspection,
산포도,scatter diagram,
시나리오 라이팅,scenario writing,
일정계획,scheduling,
일정계획 평가 기준,scheduling performance measures,
일정계획 문제,scheduling problem,
스키마,schema,
과학적 접근방법,scientific approach,
과학적 관리,scientific management,
밤눈 시력,scotopic vision,
밤눈보기,scotopic vision,
밤눈 시력,scotopic vision,
밤눈보기,scotopic vision,
폐기 가치,scrap value,
선별 검사,screening inspection,
나사절삭가공,screw cutting,
시스템 공학,SE,
봉합 용접,seam welding,
이음새 없는 파일,seamless pile,
이음새 없는 관,seamless pipe,
탐색,search,
탐색 의사결정 기법,search decision rule,
탐색방향,search direction,
탐색 모델,search model,
탐색 이론,search theory,
탐색 과정,searching process,
계절 조정,seasonal adjustment,
계절 지수,seasonal index,
계절 변동,seasonal variation,
시즈닝,seasoning,
의자 설계,seat design,
착석식 작업대 높이,seated work surface height,
시컨트법,secant method,
이차 충돌,second collision,
중고품,second hand,
이중지수평활법,second order exponential smoothing,
2차 고장,secondary failure,
이차 고장,secondary failure,
2차 고장,secondary failure,
이차 고장,secondary failure,
보조 기능,secondary function,
이차 표본,secondary sample,
이차 샘플링 단위,secondary sampling unit,
간접,second-hand,
섹터,sector,
분할,segmentation,
SCARA 로봇,selective compliance assembly robot arm,
자기 계발,self-development,
자기 관리 활동,self-management,
자기조직화 시스템,self-organizing system,
판매비,selling cost,
판매비,selling expenses,
의미론,semantics,
세맨틱,semantics,
의미론,semantics,
세맨틱,semantics,
준 마코프과정,semi Markov process,
세반고리관,semicircular canal,
세반고리관,semicircular canals,
준 창성형 공정계획,semi-generative process planning,
준 마코프 과정,semi-Markov process,
감도,sensibility,
감도 훈련,sensibility training,
민감도,sensitivity,
민감도 분석,sensitivity analysis,
시감도,sensitivity of luminosity,
민감도 훈련,sensitivity training,
센서,sensor,
감각 평가,sensory evaluation,
감각신경,sensory nerve,
감각 시험,sensory test,
분리가능 제약식,separable constraint,
분리가능 목적함수,separable objective function,
분리가능 계획법,separable programming,
분리 생산,separate production,
분리 일정계획,separate schedule,
순차 제어,sequence control,
순서 계획,sequencing,
순서짓기의 이론,sequencing theory,
순차 접근 파일,sequential access file,
순차 접근 기억장치,sequential access memory,
순차적 의사결정,sequential decision,
순차 의사결정과정,sequential decision process,
순차적 의사결정,sequential decisions,
축차 확률비 검정,sequential probability ratio test,
축차 샘플링,sequential sampling,
축차샘플링검사,sequential sampling inspection,
축차 검정,sequential test,
일련 수,serial number,
직렬 전송,serial transmission,
일련의 현금흐름,series of cash flows,
직·병렬 시스템,series parallel system,
직렬 시스템,series system,
사용성,service ability,
서비스 비용,service department expenses,
서비스규칙,service discipline,
사용 수명,service life,
비례법,service output method,
서비스 부품,service parts,
서비스 프로그램,service program,
서비스율,service rate,
서비스 평점,service rating,
서비스시간 분포,service time distribution,
사용성,serviceability,
서보 기구,servo mechanism,
서보 모터,servo motor,
서보 이론,servo theory,
서보 밸브,servo valve,
서보기구,servomechanism,
서보모터,servomotor,
서보 모터,servo-motor,
준비비,set cost,
생산 준비 시간,set up time,
생산 준비,setup,
생산 준비비용,setup cost,
생산 준비 비용,set-up cost,
생산 준비 시간,setup time,
생산 준비 시간,set-up-time,
엄격도 계수,severity factor,
강도율,severity rate,
잠재 가격,shadow price,
잠재가,shadow price,
잠재 가격,shadow price,
잠재가,shadow price,
섕크,shank,
자루,shank,
섕크,shank,
자루,shank,
형상모수,shape parameter,
셰이퍼,shaper,
샤플리값,Shapley value,
샤플리-슈빅지수,Shapley-Shubik index,
전단기,shear,
전단각,shear angle,
전단면,shear plane,
전단 강도,shear strength,
전단 응력,shear stress,
전단 가공,shearing,
전단 영역,shearing region,
판금 가공,sheet metal working,
세라다이징,sheradizing,
쉐라다이징,sheradizing,
세라다이징,sheradizing,
쉐라다이징,sheradizing,
실드아크 용접,shield-ark welding,
작업현장 관리,ship floor control,
충격 모형,shock model,
슈트,shoot,
작업장 독촉,shop expediting,
숍네트 2000,SHOPNET 2000,
쇼어 경도,shore hardness,
재고 부족 비용,shortage cost,
최단 경로 문제,shortest path problem,
최단가공시간우선,shortest processing time,
최단작업시간우선,shortest processing time,
최단가공시간우선,shortest processing time,
최단작업시간우선,shortest processing time,
SPT법,shortest processing time rule,
최단경로 나무,shortest-path tree,
단기 이득,short-term gain,
단기 손실,short-term loss,
쇼트 피닝,shot peening,
어깨관절,shoulder joint,
수축 끼워 맞춤,shrinkage fit,
이제 보전,shutdown maintenance,
폐업점,shutdown point,
시스템 통합,SI,
사이드 밀링공구,side milling cutter,
슬라이딩 스케일,siding scale,
부호 검정,sign test,
신호 인자,signal factor,
신호 흐름 그래프,signal flow graph,
신호흐름도,signal flow graph,
신호 흐름 그래프,signal flow graph,
신호흐름도,signal flow graph,
신호 대 잡음비,signal to noise ratio,
신호 전송 방식,signaling,
신호  잡음비,signal-to-noise ratio,
간판 방식,signboard system,
부호형 목표문제,signed-target problem,
유의수준,significance level,
유의성 검정,significance test,
유의,significant,
유효 숫자,significant figures,
지멘스 개선법,Simens approximation method,
사이모 차트,simo-chart,
단순 평균법,simple average method,
단순 지수평활법,simple exponential smoothing method,
단순 게임,simple game,
단리,simple interest,
단순 공정 분석,simple process analysis,
단순 무작위 샘플링,simple random sampling,
단순 회귀모형,simple regression model,
단체,simplex,
단체법,simplex method,
단체 승수,simplex multiplier,
단체 승수,simplex multipliers,
단순화,simplification,
심스크립트,SIMSCRIPT,
시뮬레이티드어릴닝,simulated annealing,
모의실험,simulation,
모의실험 언어,simulation language,
시뮬레이터,simulator,
복합동작,simultaneous and combined motion,
동시 공학,simultaneous engineering,
동시 동작,simultaneous motion,
동시 동작 주기 도표,simultaneous motion cycle chart,
일회 관측 중단,single censoring,
단일 칩 시스템 접속,single chip system interfacing,
단일명령수행주기,single command cycle,
단일 명령 주기,single command cycle,
단일명령수행주기,single command cycle,
단일 명령 주기,single command cycle,
단일 수준 자재명세서,single level bill of material,
일점쌍 최단경로문제,single pair shortest path problem,
일회 발췌검사,single sampling,
일회 샘플링 검사,single sampling inspection,
단일 공급원,single sourcing,
단일 추정치,single-valued estimates,
비정칙 행렬,singular matrix,
종착점,sink,
감채기금,sinking fund,
감채기금 감가상각법,sinking fund depreciation method,
감채기금 계수,sinking fund factor,
감채기금법,sinking fund method,
소결,sintering,
부지 선정 절차,site selection procedure,
앉은 팔꿈치 높이,sitting elbow rest height,
앉은 눈 높이,sitting eye height,
앉은 키,sitting height,
앉은 무릎 높이,sitting knee height,
앉은 오금높이,sitting popliteal height,
모집단의 크기,size of population,
군의 크기,size of subgroup,
골격구조,skeletal structure,
왜도,skewness,
스키드,skid,
스키드 상자,skid box,
스킬 인벤토리,skill inventory,
스킬 관리,skill management,
도약 샘플링 검사,skip lot sampling plan,
저장단위,SKU,
슬랩 밀링,slab milling,
여유,slack,
여유 시간,slack time,
여유 변수,slack variable,
여유 벡터,slack vector,
슬랙,slag,
슬루율,slew rate,
슬라이딩 수준,sliding level,
미끄럼랙,sliding rack,
슬라이딩 스케일,sliding scale,
슬라이딩 스케일 임금  제도,sliding scale wage rate plan,
슬라이딩 시스템,sliding system,
슬로다운,slow down,
소그룹 활동,small group activity,
소로트생산,small lot production,
소 로트 크기 여유,small lot size allowance,
소표본,small sample,
망소 품질특성,smaller-the-better quality characteristic,
순간관측,snap reading,
순간 관측법,snap reading technique,
반복법,snapback method,
사회학적 난청,sociocusis,
소시오그램,sociogram,
계량사회학,sociometry,
소프트웨어,software,
소프트웨어 공학,software engineering,
소프트웨어 수명주기,software life cycle,
소프트웨어 신뢰도,software reliability,
납땜,soldering,
솔레노이드,solenoid,
솔리드 모델링,solid modeling,
고체 상태,solid state,
반도체 카메라,solid-state camera,
손,sone,
정렬,sort,
방음,sound arresting,
음량 수준계,sound level meter,
소리의 방향 식별,sound localization,
음압 수준,sound pressure level,
시작점,source,
소스 프로그램,source program,
공간계획,space planning,
공간 관계도,space relationship diagram,
공간 이용율,space utilization,
통제 한계,span of control,
예비 부품,spare part,
예비 부품,spare parts,
희소 행렬,sparse matrix,
공간적 세밀도,spatial resolution,
통계적 공정관리,SPC,
특수 공제,special allowance,
특수 비용,special cost,
특수 원가 조사,special cost studies,
특별 검사 수준,special inspection level,
특수강,special steel,
특수 합성 고무,special synthetic rubber,
전문화,specialization,
MCU형 직접수치제어,specialized MCU direct numerical control,
전용 공작기계,special-purpose machine tools,
상대적 절삭 에너지,specific cutting energy,
규격,specification,
규격 한계,specification limit,
스펙트럼 분석,spectral analysis,
음성 이해도,speech intelligibility,
음성 간섭 수준,speech interference level,
음성 스펙트럼,speech spectrum,
속도 평점,speed rating,
구형좌표계,spherical coordinate system,
구 좌표계,spherical coordinate system,
구형좌표계,spherical coordinate system,
구 좌표계,spherical coordinate system,
경철,spiegeleisen,
주축단,spindle nose,
주축 속도,spindle speed,
회전,spinning,
스플라인,spline,
스플라인,spline curve,
분할법,split-plot design,
스풀링,spooling,
점용접,spot welding,
스프롤 현상,spraul,
분사식 도장,spray painting,
스프레드시트 프로그램,spreadsheet program,
사슬식 톱니,sprocket,
스펄 기어,spur gear,
스퍼터링 용사법,sputtering,
통계적 품질관리,SQC,
직각자,square,
웅크린 자세법,squat method,
저장-반출기계,S-R machine,
안정도,stability,
안정 상태,stable state,
스태커 크레인,stacker crane,
참모 교육,staff training,
단계,stage,
스탬프 단조,stamp forging,
스탬핑,stamping,
단독 시스템,stand-alone system,
표준,standard,
표준 위원회,standard committee,
표준 원가,standard cost,
표준 원가 회계,standard cost accounting,
표준 자료,standard data,
표준자료법,standard data method,
표준 편차,standard deviation,
표준편차법,standard deviation method,
표준 요소,standard element,
표준 오차,standard error,
STEP,STandard for Exchange of Product model data,
표준 시간 계획,standard hour plan,
표준 공수,standard man-hour,
표준 정규 분포,standard normal distribution,
환경 기준,standard of natural environment,
표준 작업 속도,standard pace,
표준 단위,standard physical unit,
표준 작업,standard practice,
기준 일정,standard schedule,
표준 시간,standard time,
표준 작업 방법,standard work method,
표준 작업 단위,standard work unit,
표준화,standardization,
3S,standardization simplification specialization,
표준화된 p관리도,standardized p chart,
표준,standards,
대기 중복,standby redundancy,
대기 중복,stand-by redundancy,
별모양 네트워크,star network,
초기 기저,starting basis,
시동 비용,startup cost,
시동 비용,startup costs,
고갈,starving,
상태방정식,state equations,
관리 상태,state of control,
상태 확률,state probability,
정적 문제,static problem,
정적 신뢰도,static reliability,
정상성,stationarity,
정상 증분,stationary increment,
정상 증분,stationary increments,
정상 시점,stationary point,
정상 과정,stationary process,
통계량,statistic,
통계적 추정,statistical estimation,
통계적 가설,statistical hypothesis,
통계적 가설 검정,statistical hypothesis test,
통계적 추론,statistical inference,
통계적 공정관리,statistical process control,
통계적 품질 관리,statistical quality control,
통계적 검정,statistical test,
통계적 허용오차 구간,statistical tolerance interval,
고정자,stator,
기준점,status quo point,
안정 상태,steady state,
안정 상태 가용도,steady state availability,
안정상태확률,steady state probability,
안정상태,steady-state,
주강,steel casting,
스텔라이트,stellite,
줄기-잎 그림,stem-and-leaf display,
이동 폭,step size,
단계적 부하,step stress,
단계적 스트레스 시험,step stress test,
스테핑모터,stepping motor,
단계적 부하 시험,step-stress test,
여진 자극,stimulus,
자극,stimulus,
여진 자극,stimulus,
자극,stimulus,
자극 차원,stimulus dimension,
축소법,stingy method,
확률과정,stochastic process,
주식,stock,
저장단위,stock keeping unit,
품절,stockout,
품절 비용,stockout cost,
품절비,stockout cost,
품절 비용,stockout cost,
품절비,stockout cost,
품절 확률,stockout probability,
품절 손실,stockoutloss,
주식,stocks,
구부린 자세법,stoop method,
스톱워치,stop watch,
저장,storage,
저장 위치 할당,storage allocation,
저장 용기,storage bin,
기억 용량,storage capacity,
회전창고 시스템,storage carousels system,
저장 관리,storage management,
저장-반출기계,storage-retrieval machine,
보관,storekeeping,
생산량 비례급,straight piece work,
정액법,straight-line depreciation method,
직선거리,straight-line distance,
진직도,straightness,
변형,Strain,
자동화 전략,strategies of automation,
전략,strategy,
전략지향적 생산경영,strategy oriented production management,
층별,stratification,
층화 표본 샘플링,stratified sampling,
지층,stratum,
강도,strength,
부하,stress,
파업,strike,
스트로보 사진분석,strobo picture analysis,
스트로보 법,strobotron method,
스트로크,stroke,
박출량,stroke volume,
획폭비,stroke width ratio,
구조적 인체치수,structural body dimension,
구조,structure,
구조함수,structure function,
구조적 프로그래밍,structured programming,
SQL,Structured Query Language,
구조적 시스템 분석,structured systems analysis,
구조적 시스템 설계,structured systems design,
구조적 워크스루,structured walkthrough,
구조적 워크스루,structured walk-through,
스튜던트의 T,student's t,
스타일 설계,style design,
스트롤 수지,styrol hasz,
부분게임 완전 균형점,subgame perfect equilibrium point,
부분군,subgroup,
주관적 평가,subjective rating,
서브루틴,subroutine,
서브스키마,subschema,
하위 시스템,subsystem,
서브제로 처리,subzero,
서브제로 처리,sub-zero treatment,
서브제로 가공,subzero working,
연속 이차계획법,successive quadratic programming method,
축차 범위,successive range,
축차렌지,successive range,
축차 범위,successive range,
축차렌지,successive range,
후행 활동,successor activity,
후행 단계,successor event,
직렬 고장 시험,sudden death testing,
충분성,sufficiency,
제안 제도,suggestion system,
곱의 합,sum of products,
제곱합,sum of square,
제곱 합,sum of squares,
요약 부품 목록,summarized parts list,
연수합계법,sum-of-years digits depreciation method,
연수합계법,sum-of-years-digits depreciation method,
매몰 비용,sunk cost,
초 듀랄루민,super duralumin,
초 가법적,superadditive,
초정밀 마무리,superfinishing,
초 일차수렴,superlinear convergence,
교사 학습,supervised learning,
감독자,supervisor,
감시 프로그램,supervisor program,
감독자 훈련,supervisor training,
감독형 제어,supervisory control,
감시 프로그램,supervisory program,
상향회전,supination,
공급자 인증,supplier certification,
공급 지연 시간,supply delay time,
표면 조도,surface roughness,
표면 조도 측정기,surface roughness tester,
표면 처리,surface treating,
표면 처리,surface treatment,
잉여,surplus,
생존 확률,survival provability,
생존 곡선,survivor curve,
생존 분산,survivor dispersion,
스웨이징,swaging,
스윙 연삭기,swing grinder,
스윙 그라인더,swing grinder,
스윙 연삭기,swing grinder,
스윙 그라인더,swing grinder,
엄격도 조정법칙,switching rule,
선회,swivelling,
체계적 워크샘플링,SWS,
공정 기호,symbol of process chart,
공차 조건 기호,symbolic modifiers,
기호식 추론,symbolic reasoning,
대칭,symmetry,
1 대칭,symmetry,
대칭,symmetry,
1 대칭,symmetry,
동기식 MRP,synchro MRP,
동기화,synchronization,
동기화 시스템,synchronized system,
동기식 작동,synchronous operating,
동기식 이송,synchronous transfer,
동기식 전송,synchronous transmission,
시넥틱스,synectics,
신택스,syntax,
표준 자료법,synthesis from standard data,
종합적 평준화,synthetic leveling,
종합적 평점,synthetic rating,
합성 고무,synthetic rubber,
시스템,system,
시스템과 절차,system & procedures,
시스템 분석,system analysis,
체계분석가,system analyst,
시스템 차트,system chart,
시스템 설계,system design,
시스템 개발,system development,
시스템 다이나믹스,system dynamics,
시스템 유효성,system effectiveness,
시스템 고장 비용,system failure costs,
수정 델파이법,system for event evaluation & review,
시스템 통합,system integration,
시스템 관리,system management,
시스템 사고,system philosophy,
시스템 프로그램,system program,
시스템 모의실험,system simulation,
시스템적 사고,system thinking,
체계적 설비,systematic facility,
체계적 설비 위치 선정 절차,systematic facility site selection procedure,
체계적 배치 계획,systematic layout planning,
체계적 샘플링,systematic sampling,
체계적 작업 샘플링,systematic work sampling,
시스템 분석,systems analysis,
시스템 접근방법,systems approach,
시스템 다이나믹스,systems dynamics,
시스템 공학,systems engineering,
t 분포,t distribution,
t 검정,t test,
탭순서형 양식,tab sequential format,
난수표,table of random digits,
난수표,table of random number,
표 행정,table stroke,
타코미터,tachometer,
택트 시스템,tact system,
택트 타임,tact time,
접촉식 감지기,tactile sensor,
촉각적 착각,tactual illusion,
촉각적 표시장치,tacture display,
심압대,tailstock,
일렬 대기행렬,tandem queues,
유형자산,tangible property,
탭,tap,
테이프판독기,tape reader,
테이퍼,taper,
나사절삭,tapper-tapping,
나사절삭기,tapper-tapping machine,
나사절삭,tapping,
목표 이익,target profit,
목표값,target value,
과업,task,
태스크 포스,task force,
세금 개념,tax concept,
과세 대상 소득,taxable income,
테일러 시스템,Taylor system,
T 분포,T-distribution,
교시펜던트,teach pendant,
티칭 머신,teaching machine,
기술적 사무약정,technical office protocol,
기술 표준,technical standards,
기술 예측,technological forecasting,
기술 평가,technology assessment,
기술예측,technology forecasting,
기술 이전 수준,technology transfer level,
기술주도형 제품,technology-driven product,
테플론,teflon,
원격통신,telecommunication,
텔레미터,telemeter,
텔레오퍼레이터,teleoperator,
템퍼링,tempering,
템플레이트,template,
형판 가공,template machining,
형판 매칭,template matching,
일시적 청력 상실,temporary hearing loss,
잠정 규격,temporary standard,
일시적 역치 변이,temporary threshold shift at 2 min,
건,tendon,
인장강도,tensile strength,
가규격,tentative standard,
단말기,terminal,
테로테크놀러지,terotechnology,
시험,test,
검정 통계량,test statistic,
시험 조건,testing condition,
문서 편집기,text editor,
국립직업안전 및 보건연구소,The National Institute for Occupational Safety and Health,
게임 이론,theory of game,
서블릭,therblig,
서미스터,thermistor,
테르밋 용접,thermit welding,
열전대,thermocouple,
항온기,thermostat,
시소러스,thesaurus,
허벅지 여유 높이,thigh clearance height,
싱크 탱크,think tank,
삼각법,third angle projection,
나사전조반,thread rolling machine,
나사절삭가공,threading screw cutting,
나사홈,threads,
위협점,threat point,
3에스,three S,
3시그마,three sigma,
3시그마 한계,three sigma limits,
3단계 샘플링,three stage sampling,
3원 배치,three-way layout,
역치법,thresholding,
산출,throughput,
산출율,throughput rate,
배분력,thrust force,
밀집블럭적재,tight-block storage,
밀집블록적재,tight-block storage,
밀집블럭적재,tight-block storage,
밀집블록적재,tight-block storage,
엄격한 검사,tightened inspection,
간헐 운반,time distance handling,
경과 시간,time elapsed,
시간축,time horizon,
TMU,Time Measurement Unit,
정액급,time rate wage,
시계열 분석,time series analysis,
시계열 자료,time series data,
시분할,time sharing,
시분할 시스템,time sharing system,
시간 연구,time study,
돈의 시간적 가치,time value of money,
시간적 경쟁,time-based competition,
타이머,timer,
시분할,time-sharing,
개폐순서도표,timing diagram,
팁,tip,
토큰 전달 방식,token passing,
"허용오차, 공차",tolerance,
허용오차 설계,tolerance design,
허용오차 인자,tolerance factor,
허용오차율,tolerance factor,
허용오차 인자,tolerance factor,
허용오차율,tolerance factor,
허용오차 한계,tolerance limit,
공구 관리,too management,
순회 집배 제도,tool boy system,
공구 좌표계,tool coordinate system,
공구 크립,tool crip,
공구 홀더,tool holder,
공구 수명,tool life,
공구 수명 방정식,tool life equation,
공구장착대,tool magazine,
공구경로,tool path,
절삭공구대,tool post,
공구 수명 방정식,tool-life equation,
하향식 방법,top-down approach,
톱 매니지먼트,top-management,
위상학,topology,
토크,torque,
토크돌림힘,torque,
토크,torque,
토크돌림힘,torque,
총 비용,total cost,
총 여유시간,total float,
전수 검사,total inspection,
총가동 시간,total operating time,
전사적 생산보전,total production maintenance,
총생산성,total productivity,
기업 총생산성,total productivity at the firm,
종합적 품질관리,total quality control,
