한글,영어,일어
비정류성 접촉,non-rectifying contact,
비순회 디지털 필터,nonrecursive digital filter,
비재귀 디지털 필터,nonrecursive digital filter,
비상대성 입자,nonrelativistic particle,非相?論的粒子                                                                                                                                                                                                                                                        
비반복 최대 역전압,nonrepetitive peak reverse voltage,
비상주 프로그램,non-resident program,非常駐プログラム                                                                                                                                                                                                                                                       
비공진 변압기,nonresonating transformer,
지역 비한정 방식,non-restricted area system,
NRZ 코드,non-return-to-zero code,
영비복귀 부호,non-return-to-zero code,
NRZ 변조,non-return-to-zero modulation,
영비복귀변조,non-return-to-zero modulation,
비가역 전력 변환 장치,nonreversible power converter,
비포화형 회로,non-saturated circuit,
논스크린 필름,non-screen film,
비격리형 모선,nonsegregated-phase bus,
비자력성 방전,nonself-maintained discharge,
비분리 성분,nonseparable component,
비분리 그래프,nonseparable graph,
비사인파,non-sinusoidal wave,
비사인파 교류,non-sinusoidal wave alternating current,
비경면 반사,nonspecular reflection,
무정위형,non-stable,
비안정형,non-stable,
이상전파,non-standard propagation,
비화학 양론적 결함,nonstoichiometric defect,
비축적관,non-storage tube,
비종단 기호,non-terminal symbol,非終端記?                                                                                                                                                                                                                                                          
비열방사,non-thermal radiation,非熱輻射                                                                                                                                                                                                                                                           
엔티엘,non-threshold logic,非しきい値論理回路                                                                                                                                                                                                                                                      
불균일 부호화,non-uniform coding,
불균일 전송 선로,non-uniform transmission line,
비보편 번호 방식,non-universal numbering system,
자가용 시설,non-utility electric installation,
무배출공 퓨즈,nonvented fuse,
영속성,non-volatile,
비휘발성 메모리,non-volatile memory,"持久記憶?置                                                                                                                                                                                                                                                         ,持久記憶?置                                                                                                                                                                                                                                                         "
불휘발성 메모리,nonvolatiole storage,
비권선 저항기,non-wirewound resistor,
노오퍼레이션,no-operation,無演算                                                                                                                                                                                                                                                            
부정 논리합,NOR,否定論理和                                                                                                                                                                                                                                                          
NOR 회로,nor circuit,NOT回路                                                                                                                                                                                                                                                          
노레이터,norator,
Nordic 위성,Nordic Satellite,
정규의,normal,正規の                                                                                                                                                                                                                                                            
정규 능동 상태,normal active state,
정규 음극 강하,normal cathode fall,
정규 음극 전위 강하,normal cathode fall,
정상 접속,normal connection,
정상위치접점,normal contact,
정상접점,normal contact,
X판,normal cut,
정규 분포,normal distribution,正規分布                                                                                                                                                                                                                                                           
정상 글로,normal glow,
정규 글로방전,normal glow discharge,
표준 수소전극,normal hydrogen electrode,
법선 조도,normal illumination,
수직 입사 흡음 계수,normal incident absorption coefficient,
정상 유도 종전압,normal induced longitudinal voltage,
정규 대지 전압,normal line-to-ground voltage,
정규 자화곡선,normal magnetization curve,
정규 모드 진동,normal mode of vibration,
정상 모드 전파,normal mode propagation,
정상수,normal number,"正規?                                                                                                                                                                                                                                                            ,正規?                                                                                                                                                                                                                                                            "
정규수,normal number,"正規?                                                                                                                                                                                                                                                            ,正規?                                                                                                                                                                                                                                                            "
정상 동작,normal operate,
정상동작모드,normal operation mode,正常モ?ド                                                                                                                                                                                                                                                          
정규 오리엔테이션,normal orientation,
정상 발진,normal oscillation,
정상 패턴,normal pattern,
정규 투자율,normal permeability,
정규곱,normal product,
정상 전파,normal propagation,
통상 응답 모드,normal response mode,"通常?答モ?ド                                                                                                                                                                                                                                                        ,通常?答モ?ド                                                                                                                                                                                                                                                        "
정규 응답 모드,normal response mode,"通常?答モ?ド                                                                                                                                                                                                                                                        ,通常?答モ?ド                                                                                                                                                                                                                                                        "
규전 잔향 시간,normal reverberation time,
표준 감도,normal sensitivity,
정규 사용 상태,normal service condition,
정규 기억,normal storage,正規記憶                                                                                                                                                                                                                                                           
정규합,normal sum,正規和                                                                                                                                                                                                                                                            
정상 글로 방전,normal-glow discharge,
정규화,normalize,正規化する                                                                                                                                                                                                                                                          
정규화 주파수,normalized frequency,
광섬유의 정규화 주파수,normalized frequency,
정규화 임피던스,normalized impedance,"正規化インピ?ダンス                                                                                                                                                                                                                                                     ,正規化インピ?ダンス                                                                                                                                                                                                                                                     "
규격화 임피던스,normalized impedance,"正規化インピ?ダンス                                                                                                                                                                                                                                                     ,正規化インピ?ダンス                                                                                                                                                                                                                                                     "
정규화 파워,normalized power,
정규화 전파 상수,normalized propagation constant,
상시 닫힌,normally closed,
정상 폐로 접점,normally closed contact,
정상 개로 접점,normally open contact,
정규 모드 방해,normal-mode interference,
북극,north pole,"N 極,北極                                                                                                                                                                                                                                                         "
노스 업 표시,north up display,
노턴의 정리,Norton's theorem,ノ?トンの定理                                                                                                                                                                                                                                                        
무불꽃 지역,no-spark zone,
부정 회로,NOT circuit inverter,
표기법,notation,表記法                                                                                                                                                                                                                                                            
노치,notch,切欠き                                                                                                                                                                                                                                                            
노치 다이플렉서,notch diplexer,
노치필터,notch filter,ノッチフィルタ                                                                                                                                                                                                                                                        
노칭,notching,
노치 곡선,notching curve,
노칭 계전기,notching relay,
음조,note,注記                                                                                                                                                                                                                                                             
요금 통지,notice of charge,
수로 통보,notice of mariners,
노바 위성,nova satellite,
노블랙 수지,novolac resin,ノボラック樹脂                                                                                                                                                                                                                                                        
무전압 계전기,no-voltage relay,
노이,noy,ノイ                                                                                                                                                                                                                                                             
노즐,nozzle,ノズル                                                                                                                                                                                                                                                            
NP 완전,NP complete,
NP 곤란,NP hard,NP困難                                                                                                                                                                                                                                                           
N 패스 회로,N-path circuit,
npin 트랜지스터,npin transistor,npin トランジスタ                                                                                                                                                                                                                                                    
n단 접속 링크 방식,n-stage link system,
NTC 서미스터,NTC thermistor,
NT판,NT-cut,
제n 조파,n-th harmonic,
제 N레벨 어드레스,Nth-level address,
NTCS 방식,NTSC color system,
NTSC 방식 컬러 TV,NTSC color television,NTSC 式カラ?テレビジョン                                                                                                                                                                                                                                                
NTSC 삼각형,NTSC triangel,
엔티에스시엠,NTSC-M,
NTSC 표준,NTSC-standard,
n항 요소,n-tuple,n個組                                                                                                                                                                                                                                                            
n형 도전율,n-type,
n형 채널,n-type channel,
n형 반전층,n-type inversion layer,
N형 반도체,n-type semiconductor,N 型半導體                                                                                                                                                                                                                                                         
누버스,nubus,ヌ?バス                                                                                                                                                                                                                                                           
원자력 전지,nuclear battery,原子力電池                                                                                                                                                                                                                                                          
핵반응 단면적,nuclear cross section,核?面積                                                                                                                                                                                                                                                           
원자핵 유제,nuclear emulsion,原子核乳?                                                                                                                                                                                                                                                          
원자 에너지,nuclear energy,原子力エネルギ?                                                                                                                                                                                                                                                       
핵분열 연쇄 반응,nuclear fission chain reaction,
핵분열 반응,nuclear fission reaction,
핵연료,nuclear fuel,核燃料                                                                                                                                                                                                                                                            
핵연료 사이클,nuclear fuel cycle,核燃料サイクル                                                                                                                                                                                                                                                        
핵연료 재처리,nuclear fuel reprocessing,核燃料再?理                                                                                                                                                                                                                                                         
핵 자이로 자기비,nuclear gyromagnetic ratio,
핵 이성체,nuclear isomer,核異性?                                                                                                                                                                                                                                                           
핵자기공명,nuclear magnetic resonance,核磁?共鳴                                                                                                                                                                                                                                                          
핵입자,nuclear particle,
원자력 발전소,nuclear power station,
핵 방사선,nuclear radiation,核の放射線                                                                                                                                                                                                                                                          
핵반응,nuclear reaction,核反?                                                                                                                                                                                                                                                            
원자로,nuclear reactor,原子?                                                                                                                                                                                                                                                            
핵변환 생성물,nuclear transformation product,
핵형성,nucleation,核形成                                                                                                                                                                                                                                                            
핵자,nucleon,核子                                                                                                                                                                                                                                                             
핵종,nuclide,核種                                                                                                                                                                                                                                                             
너깃,nugget,ナゲット                                                                                                                                                                                                                                                           
눌,null,ナル                                                                                                                                                                                                                                                             
영평형,null balanec,
눌게이트,null gate,ナルゲ?ト                                                                                                                                                                                                                                                          
귀무 가설,null hypothesis,?無??                                                                                                                                                                                                                                                           
제로임피던스,null impedance,ゼロインピ?ダンス                                                                                                                                                                                                                                                      
널 오프레이션,null operation,
널 포인트,null point,
공렬,null string,"空列                                                                                                                                                                                                                                                             ,空列                                                                                                                                                                                                                                                             "
제로전압,null voltage,ゼロ電?                                                                                                                                                                                                                                                           
널레이터,nullator,
널 주기,null-cycle,空白サイクル                                                                                                                                                                                                                                                         
영도,nullity,零度                                                                                                                                                                                                                                                             
널러,nullor,
영조정 안테나,null-steering antenna,
수,number,個?                                                                                                                                                                                                                                                             
번호 확인 음,number check tone,
숫자 발생기,number generator,
번호군,number group,
숫자 요해도,number intelligibility,
자속쇄교수,number of flux interlinkage,
동시 접속수,number of occupations,
매초 상수,number of picture per second,
초당 화상수,number of pictures per second,
회로수,number of poles,
극수,number of poles,
접점수,number of positions,
포지션수,number of positions,
정류기 상수,number of rectifier phases,
단수,number of wafer sections,
의사 난수열,number sequence,
정수 이론 변환,number theoretic transform,
공 번호 접속,number unobtainable connection,
빈 번호 접속,number unobtainable connection,
NU음,number unobtainable tone,
공 번호음,number unobtainable tone,
빈 번호음,number unobtainable tone,
번호 확인 접속,number verification connection,
숫자 바퀴,number wheel,
번호 용량,numbering capacity,
번호 계획,numbering plan,番?計?                                                                                                                                                                                                                                                           
수치해석,numerical analysis,?値解析                                                                                                                                                                                                                                                           
개구수,numerical aperture,開口?                                                                                                                                                                                                                                                            
수치제어,numerical control,?値制御                                                                                                                                                                                                                                                           
수치 연산 프로세서,numerical data processor,
숫자 번호제,numerical dialing system,
수치거리,numerical distance,?値距離                                                                                                                                                                                                                                                           
숫자 스위치,numerical switch,
N-유저,N-user,
누테이팅 피드,nutating feed,
누테이션,nutation,"章動                                                                                                                                                                                                                                                             ,章動                                                                                                                                                                                                                                                             "
장동,nutation,"章動                                                                                                                                                                                                                                                             ,章動                                                                                                                                                                                                                                                             "
누테이션 댐퍼,nutation damper,
누테이션 장,nutation field,
장동장,nutation field,
뉴비스터,nuvistor,
나이키스트 판별법,Nyquist criterion,
나이키스트 판정법,Nyquist criterion,
나이키스트 선도,Nyquist diagram,Nyquist線?                                                                                                                                                                                                                                                      
나이키스트 필터,Nyquist filter,
나이키스트 주파수,Nyquist frequency,
나이키스트 간격,Nyquist interval,ナイキスト間隔                                                                                                                                                                                                                                                        
나이키스트 레이트,Nyquist rate,ナイキスト比率                                                                                                                                                                                                                                                        
나이키스트안정판별법,Nyquist stability criterion,ナイキストの安定判別法                                                                                                                                                                                                                                                    
나이키스트 정리,Nyquist theorem,ナイキストの定理                                                                                                                                                                                                                                                       
나이키스트 파형,Nyquist waveform,
안진계,nystagmograph,
O 대역,O band,
O 전자,O electron,O 電子                                                                                                                                                                                                                                                           
O 신호 방식,O signaling,
목적 코드,object code,オブジェクトコ?ド                                                                                                                                                                                                                                                      
물체색,object color,物?色                                                                                                                                                                                                                                                            
오엘이,object linking and embedding,
목적 모듈,object module,オブジェクトモジュ?ル                                                                                                                                                                                                                                                    
대상 지향 데이터 베이스,object oriented database,オブジェクト指向デ?タベ?ス                                                                                                                                                                                                                                                 
객체 지향 프로그래밍,object oriented programing,
목적 단계,object phase,
물체 인식,object recognition,物?認識                                                                                                                                                                                                                                                           
목적 시간,object time,?行時                                                                                                                                                                                                                                                            
대상 변수,object variable,オブジェクト??                                                                                                                                                                                                                                                       
객관적 평가,objective evaluation,
목적 함수,objective function,目的??                                                                                                                                                                                                                                                           
경사 입사,oblique incidence,
경사 입사 송신,oblique incidence transmission,
경사파,oblique wave,斜め入射波                                                                                                                                                                                                                                                          
경사 입사 전리층 관측기,oblique-incidence ionospheric sounder,
경사 입사 전송,oblique-incidence transmission,
가관측성,observability,可?測性                                                                                                                                                                                                                                                           
가관측,observable,オブザ?バブル                                                                                                                                                                                                                                                        
관측,observation,"?測                                                                                                                                                                                                                                                             ,?測                                                                                                                                                                                                                                                             "
관측 고장률,observed failure rate,
관측 평균 수명,observed mean life,
실측 위치,observed position,
점유,occupation,職業                                                                                                                                                                                                                                                             
점유 대역폭,occupied bandwidth,
점유 주파수 대역폭,occupied bandwidth,
점유 주파수대폭,occupied frequency band width,
해양 마이크로파 통신 시스템,ocean microwave communication system,
해양 중계소,ocean station,
팔분원 오차,octagonal error,
옥탈,octal,8進の                                                                                                                                                                                                                                                            
옥탈 베이스,octal base,オクタルベ?ス                                                                                                                                                                                                                                                        
8진 부호,octal code,
8진법,octal notation,8進法                                                                                                                                                                                                                                                            
8진 시스템,octal system,8進記?法                                                                                                                                                                                                                                                          
옥타브,octave,オクタ?ブ                                                                                                                                                                                                                                                          
옥타브 밴드,octave band,
옥타브대역폭,octave bandwidth,
옥타브 필터,octave filter,
옥타브 대역 음압 레벨,octave-band pressure level,
옥텟,octet,オクテット                                                                                                                                                                                                                                                          
옥텟 다중,octet multiplex,
OD 신호 방식,OD signaling,
대역외 임펄스 신호 방식,OD signaling,
홀수 필드,odd field,
홀수 고조파,odd harmonic,
홀수 조파,odd harmonic,
홀수 비월 주사,odd line interlacing,
홀수 패리티,odd parity,奇?パリティ                                                                                                                                                                                                                                                         
홀짝 검사,odd-even check,奇偶性?査                                                                                                                                                                                                                                                          
홀수식 점프 주사,odd-line interlacing,
오델 그레이딩,O'Dell grading,
O 표시,O-display,
오돌라이트,odolite,
오도미터,odometer,
에르스텟,oersted,エルステッド                                                                                                                                                                                                                                                         
오프 센터 PPI,off center PPI,
이심 PPI,off center PPI,
오프 마이크로폰,off mircrophone,
오프 시간,OFF period,
차단상태저항,off resistance,
오프 저항,off resistance,
횡모드,off-axial mode,
가로모드,off-axial mode,
오프액시스 홀로그래피,off-axis holography,
편심 PPI,off-center PPI display,
삽입 디스트리뷰터,offering distributor,
가로채기 출중계,offering outgoing,
오프훅,off-hook,
응답 신호,off-hook signal,
국경보 처리,office alarm control process,
사무 자동화,office automation,オフィス自動化                                                                                                                                                                                                                                                        
국내 케이블,office cable,
국내 회선 종단 장치,office channel unit,
국부호,office code,
국조건 재생 프로그램,office condition regenerator,
국데이터,office data,
국데이터 발생기,office data generator,
국선,office line,
국주,office pole,
오피스 시스템 아키텍쳐,office system architecture,
국선 시험,office test,
오프 임피던스,OFF-impedance,
오프라인,off-line,オフライン                                                                                                                                                                                                                                                          
오프라인 컴퓨터,off-line computer,
오프라인 제어,off-line control,オフライン制御                                                                                                                                                                                                                                                        
오프라인 기억 장치,off-line memory,
오프라인 동작,off-line operation,オフライン操作                                                                                                                                                                                                                                                        
오프라인 프로그램,off-line program,オフラインプログラミング                                                                                                                                                                                                                                                   
오프라인 시스템,off-line system,オフラインシステム                                                                                                                                                                                                                                                      
오프노멀 접점,off-normal contact,
이상 통로 전파,off-path transmission,
오프피크 전력,off-peak power,
오프스케일,off-scale,
오프셋,offset,"オフセット                                                                                                                                                                                                                                                          ,オフセット                                                                                                                                                                                                                                                          "
잔류 편차,offset,"オフセット                                                                                                                                                                                                                                                          ,オフセット                                                                                                                                                                                                                                                          "
오프셋각,offset angle,
오프셋 캐리어 방식,offset carrier system,
오프셋 카세그레인 안테나,offset Cassegrain antenna,
오프셋 전류,offset current,オフセット電流                                                                                                                                                                                                                                                        
오프셋 피드,offset feed,
오프셋 집적기,offset stacker,オフセットスタッカ                                                                                                                                                                                                                                                      
오프셋 전압,offset voltage,オフセット電?                                                                                                                                                                                                                                                        
오프셋 캐리어 시스템,offset-carrier system,
오프셋 코스 계산기,offset-course computer,
오프 상태,OFF-state,
누적도수분포곡선도,ogive,累積度?分布曲線?                                                                                                                                                                                                                                                      
옴,ohm,オ?ム                                                                                                                                                                                                                                                            
옴 안테나,ohm antenna,
옴 퍼 볼트,ohm per volt,
옴 계전기,ohm relay,
옴접촉,ohmic contact,Ohm接?                                                                                                                                                                                                                                                          
옴 저항,ohmic resistance,オ?ム性抵抗                                                                                                                                                                                                                                                         
옴계,ohmmeter,"抵抗計                                                                                                                                                                                                                                                            ,抵抗計                                                                                                                                                                                                                                                            "
