한글,영어,일어
교환 회선망,switched circuit,
교환 접속,switched connection,交換結合                                                                                                                                                                                                                                                           
스위치 메시지 통신망,switched message network,交換情報網                                                                                                                                                                                                                                                          
고속 패킷 교환 서비스,switched multimegabit data service,
교환 통신망 데이터 연결,switched network data link,交換回線網デ?タリンク                                                                                                                                                                                                                                                    
가상 교환 회로,switched virtual circuit,交換式?想回線                                                                                                                                                                                                                                                        
교체기,switcher,
스위칭 대수,switching algebra,
스위칭 회로,switching circuit,スイッチ回路                                                                                                                                                                                                                                                         
스위칭 계수,switching coefficient,スイッチング係?                                                                                                                                                                                                                                                       
스위칭 다이오드,switching diode,スイッチングダイオ?ド                                                                                                                                                                                                                                                    
스위치 소자,switching element,
 교환 함수,switching function,スイッチング??                                                                                                                                                                                                                                                       
스위칭 허브,switching hub,交換ハブ                                                                                                                                                                                                                                                           
교환방식 전원 공급장치,switching mode power supply,
교환망,switching network,
스위칭 전원,switching power supply,
스위칭 레귤레이터,switching regulator,スイッチングレギュレ?タ                                                                                                                                                                                                                                                   
개폐 속도,switching speed,
교환 접속 계위,switching stage,交換階てい                                                                                                                                                                                                                                                          
교환국,switching station,
스위칭 이론,switching theory,スイッチング理論                                                                                                                                                                                                                                                       
교환 시간,switching time,スイッチング時間                                                                                                                                                                                                                                                       
스위칭 트랜지스터,switching transistor,スイッチングトランジスタ                                                                                                                                                                                                                                                   
전환 장치,switching unit,
교환 변수,switching variable,スイッチング??                                                                                                                                                                                                                                                       
스위치 점,switchpoint,
스위치 상태 조건,switch-status condition,
스위블 기구,swivel feature,
음절,syllable,音節                                                                                                                                                                                                                                                             
심바이온트,symbiont,シンビオント                                                                                                                                                                                                                                                         
기호,symbol,記?                                                                                                                                                                                                                                                             
기호 정의용 명령,symbol definition instruction,
기호 프로그래머,symbol programmer,
기호 집합,symbol set,
기호열,symbol string,
기호표,symbol table,記?テ?ブル                                                                                                                                                                                                                                                         
기호 주소,symbolic address,記?アドレス                                                                                                                                                                                                                                                         
기호 주소 지정,symbolic addressing,
기호 어셈블러,symbolic assembler,記?アセンブラ                                                                                                                                                                                                                                                        
기호 어셈블러 언어,symbolic assembly language,
기호 문자,symbolic character,
기호 코딩,symbolic coding,記?コ?ディング                                                                                                                                                                                                                                                       
기호 상수,symbolic constant,
기호 오류 수정기,symbolic debugger,
기호 장치,symbolic device,論理?置                                                                                                                                                                                                                                                           
기호미분,symbolic differentiation,
기호 편집기,symbolic editor,
기호적 요소,symbolic element,
기호 평가,symbolic evaluation,記?評?                                                                                                                                                                                                                                                           
기호 실행,symbolic execution,記??行                                                                                                                                                                                                                                                           
기호 명령어 디버거,symbolic instruction debugger,
기호 언어,symbolic language,記?言語                                                                                                                                                                                                                                                           
기호 배치,symbolic layout,
기호 연결,symbolic link,シンボリックリンク                                                                                                                                                                                                                                                      
기호 연결 형식,Symbolic Link format,
기호 논리,symbolic logic,記?論理                                                                                                                                                                                                                                                           
기호 처리 언어,symbolic manipulation language,
기호 수식 시스템,symbolic math system,
기호법,symbolic method,
기호 연산 부호,symbolic operation code,
기호 매개 변수,symbolic parameter,
기호 프로그램,symbolic program,記?プログラム                                                                                                                                                                                                                                                        
기호 프로그래밍,symbolic programming,
기호 프로그래밍 시스템,symbolic programming system,
기호 문장,symbolic statement,
기호 추적,symbolic trace,記?追跡                                                                                                                                                                                                                                                           
기호형,symbolic type,
대칭 2진 채널,symmetric binary channel,2元??通信路                                                                                                                                                                                                                                                        
대칭형 암호 기법,symmetric cryptographic technique,
대칭 암호,symmetric cryptography,??暗?                                                                                                                                                                                                                                                           
대칭 암호화 알고리즘,symmetric encipherment algorithm,
대칭 리스트,symmetric list,??リスト                                                                                                                                                                                                                                                          
대칭 리스트 처리기,symmetric list processor,
대칭 행렬,symmetric matrix,
대칭적 다중 처리,symmetric multiprocessing,
대칭 목록,symmetrical list,??リスト                                                                                                                                                                                                                                                          
대칭파,symmetrical wave,
대칭,symmetry,??性                                                                                                                                                                                                                                                            
시냅스,synapse,シナプス                                                                                                                                                                                                                                                           
신경절 무게,synaptic weight,シナップス重み                                                                                                                                                                                                                                                        
SYNC,SYNC,
동기 비트,sync bit,
동기화,synchronization,同期                                                                                                                                                                                                                                                             
동기화 검사,synchronization check,
동기 제어,synchronization control,
동기화 순서,synchronization sequence,
동기화 신호,synchronization signal,
동기화 장치,synchronizer,同期?置                                                                                                                                                                                                                                                           
동기화 기본 명령,synchronizing primitive,
동기 신호,synchronizing signal,同期信?                                                                                                                                                                                                                                                           
동기식 클록,synchronous clock,同期クロック                                                                                                                                                                                                                                                         
동기식 통신,synchronous communication,
동기식 컴퓨터,synchronous computer,同期式計算機                                                                                                                                                                                                                                                         
동기식 데이터 링크 제어,synchronous data link control,同期デ?タリンク制御                                                                                                                                                                                                                                                     
동기식 데이터 메시지 블록,synchronous data message block,
동기 일그러짐,synchronous distortion,
동기 DRAM,synchronous DRAM,
오류 분석 출구 루틴,synchronous error exit routine,
동기 출구 루틴,synchronous exit routine,
동기 인터페이스,synchronous interface,同期インタフェ?ス                                                                                                                                                                                                                                                      
동기식 장치,synchronous machine,同期機                                                                                                                                                                                                                                                            
동기 모뎀,synchronous modem,同期モデム                                                                                                                                                                                                                                                          
동기 전동기,synchronous motor,
동기망,synchronous network,同期網                                                                                                                                                                                                                                                            
동기식 신경 망,synchronous neural network,同期式ニュ?ラルネットワ?ク                                                                                                                                                                                                                                                 
동기 동작,synchronous operation,同期操作                                                                                                                                                                                                                                                           
동기 처리,synchronous processing,
동기 위성,synchronous satellite,
동기 연속 부호,synchronous sequence signal,
동기식 직렬 데이터 집합기,synchronous serial data adapter,同期式直列デ?タアダプタ                                                                                                                                                                                                                                                   
동기 시프트 레지스터,synchronous shift register,
동기 방식,synchronous system,
동기식 단말기,synchronous terminal,
동기 시분할 다중 방식,synchronous time division multiplexing system,
동기 전송 방식,synchronous transfer mode,
동기식 전송,synchronous transmission,同期?送                                                                                                                                                                                                                                                           
동기 관측기,synchroscope,シンクロスコ―プ                                                                                                                                                                                                                                                       
싱크로트론,synchrotron,シンクロトロン                                                                                                                                                                                                                                                        
싱크로트론 방사,synchrotron radiation,シンクロトロン放射                                                                                                                                                                                                                                                      
동의어,synonym,同義語                                                                                                                                                                                                                                                            
구문 패턴 인식,syntactic pattern recognition,
구문 단위,syntactical unit,統語構造?位                                                                                                                                                                                                                                                         
구문,syntax,構文論                                                                                                                                                                                                                                                            
구문 분석기,syntax analyzer,
구문 검사 프로그램,syntax checker,構文?査プログラム                                                                                                                                                                                                                                                      
구문 분석도,syntax diagram,構文解析?                                                                                                                                                                                                                                                          
구문 주도형 변환,syntax directed translation,
구문 오류,syntax error,構文誤り                                                                                                                                                                                                                                                           
구문 형식,syntax formalism,
구문 매크로,syntax macro,
구문 표기법,syntax notation,
구문 규칙,syntax rule,
구문 트리,syntax tree,
구문 지시형 해석,syntax-directed analysis,
구문지향 편집기,syntax-directed editor,講文主導型エディタ                                                                                                                                                                                                                                                      
합성 방식 매개변수 모형제작,synthesis by parametric modeling,パラメタモデルによる合成                                                                                                                                                                                                                                                   
합성 방식 매개변수 표현,synthesis by parametric representation,パラメタ表現による合成                                                                                                                                                                                                                                                    
합성법,synthesis method,
합성기,synthesizer,シンセサイザ?                                                                                                                                                                                                                                                        
생성 주소,synthetic address,
합성 벌린면 레이더,synthetic aperture radar,
합성 언어,synthetic language,合成言語                                                                                                                                                                                                                                                           
합성 프로그램,synthetic program,
합성 음성,synthetic speech,人工音?                                                                                                                                                                                                                                                           
시스그룹,SYSGROUP,
시스템 논리 출력 장치,SYSLST,
시솝,SYSOP,
시스템 논리 천공 장치,SYSPCH,
시스템,system,システム                                                                                                                                                                                                                                                           
시스템 7,system 7,
시스템 동작 조건,system action condition,
시스템 분석 및 설계,system analysis and design,
시스템 분석가,system analyst,システムアナリスト                                                                                                                                                                                                                                                      
시스템 응용 구조,System Application Architecture,
시스템 접근,system approach,
시스템 구조,system architecture,
시스템 감사,system audit,システム監査                                                                                                                                                                                                                                                         
시스템 감사인,system auditor,
시스템 보드,system board,
시스템 대화부,system browser,
시스템 내장,system built-in,
시스템 버스,system bus,
시스템 캐시,system cache,
시스템 호출,system call,システム?コ?ル                                                                                                                                                                                                                                                       
시스템 카탈로그,system catalog,
시스템 도표,system chart,システムチャ?ト                                                                                                                                                                                                                                                       
시스템 클록,system clock,
시스템 클록 발생기,system clock generator,
시스템 명령,system command,システムコマンド                                                                                                                                                                                                                                                       
시스템 개념,system concept,
시스템 구성,system configuration,システム構成                                                                                                                                                                                                                                                         
시스템 콘솔,system console,
시스템 상담,system consulting,
시스템 제어,system control,システム制御                                                                                                                                                                                                                                                         
시스템 제어 프로그램,system control program,システム制御プログラム                                                                                                                                                                                                                                                    
시스템 변환,system conversion,システムコンバ?ジョン                                                                                                                                                                                                                                                    
시스템 충돌,system crash,
시스템 데이터,system data,システムデ?タ                                                                                                                                                                                                                                                        
시스템 데이터 분석기,system data analyzer,
시스템 데이터 버스,system data bus,
시스템 데이터 베이스,system database,システムデ?タベ?ス                                                                                                                                                                                                                                                     
시스템 정의,system definition,システム定義                                                                                                                                                                                                                                                         
체계 서술,system description,システム記述                                                                                                                                                                                                                                                         
시스템 기술 언어,system description language,
체계 설계,system design,システム設計                                                                                                                                                                                                                                                         
시스템 설계자,system designer,
체계 개발,system development,システム開?                                                                                                                                                                                                                                                         
시스템 개발 방법론,system development methodology,
시스템 개발 공정,system development process,
시스템 개발 표준,system development standards,
시스템 디렉토리,system directory,
시스템 디렉토리 리스트,system directory list,システムディレクトリリスト                                                                                                                                                                                                                                                  
시스템 디스크,system disk,システムディスク                                                                                                                                                                                                                                                       
시스템 분배,system distribution,
체계 문서화,system documentation,システム文書                                                                                                                                                                                                                                                         
시스템 다운,system down,システムダウン                                                                                                                                                                                                                                                        
시스템 요소,system element,システムエレメント                                                                                                                                                                                                                                                      
시스템 기술자,system engineer,システムエンジニア                                                                                                                                                                                                                                                      
시스템 공학,system engineering,
시스템 엔트리 레코드 유형,system entry record type,
시스템 엔트리 기법,system entry technique,
시스템 오류,system error,システムエラ?                                                                                                                                                                                                                                                        
시스템 평가,system evaluation,システム評?                                                                                                                                                                                                                                                         
시스템 장애,system failure,システム障害                                                                                                                                                                                                                                                         
시스템 파일,system file,システムファイル                                                                                                                                                                                                                                                       
시스템 흐름,system flow,
시스템 흐름도,system flowchart,システムフロ?チャ?ト                                                                                                                                                                                                                                                    
시스템 폴더,System Folder,
체계 추적,system follow-up,システムフォロ?アップ                                                                                                                                                                                                                                                    
시스템 글꼴,system font,
시스템 기능,system function,
체계 생성,system generation,システム生成                                                                                                                                                                                                                                                         
시스템 생성기,system generator,システムジェネレ?タ                                                                                                                                                                                                                                                     
시스템 식별 번호,system identification,システム同定                                                                                                                                                                                                                                                         
시스템 구현,system implementation,システムの?現                                                                                                                                                                                                                                                        
시스템 초기화,system initialization,
시스템 입력,system input,
시스템 입력 장치,system input device,
시스템 입력 스트림,system input stream,
시스템 설치,system installation,
시스템 통합,system integration,システムインテグレ?ション                                                                                                                                                                                                                                                  
시스템 통합 사업자,system integrator,
체계 무결성,system integrity,システム完全性                                                                                                                                                                                                                                                        
시스템 인터럽트,system interrupt,
시스템 인터럽트 동작,system interrupt action,
시스템 언어,system language,システム言語                                                                                                                                                                                                                                                         
체계 서고,system library,システムライブラリ                                                                                                                                                                                                                                                      
체계 생명 주기,system life cycle,システムライフサイクル                                                                                                                                                                                                                                                    
시스템 생명 주기 모형,system life cycle model,
시스템 적재기,system loader,システムロ?ダ                                                                                                                                                                                                                                                        
시스템 로그,system log,システムログ                                                                                                                                                                                                                                                         
시스템 논리 장치,system logical unit,
시스템 손실,system loss,系統損失                                                                                                                                                                                                                                                           
시스템 기계,system machine,
시스템 매크로,system macro,
시스템 매크로 라이브러리,system macro library,
체계 유지보수,system maintenance,システム保守                                                                                                                                                                                                                                                         
시스템 관리,system management,
시스템 관리 기능,System Management Function,
시스템 매뉴얼,system manual,
시스템 메시지,system message,
시스템 모형,system model,
시스템 모듈,system module,
시스템 이름,system name,
시스템 네트워크 구조,System Network Architecture,システムネットワ?クア?キテクチャ                                                                                                                                                                                                                                              
단위계,system of units,
시스템 운용,system operation,
시스템 운용 설계,system operation design,
시스템 운영자,system operator,システムオペレ?タ                                                                                                                                                                                                                                                      
시스템 최적화,system optimization,システム最適化                                                                                                                                                                                                                                                        
시스템 출력 장치,system output device,
시스템 출력 스트림,system output stream,
시스템 팩,system pack,
시스템 패키지,system package,
시스템 성능,system performance,システム評?                                                                                                                                                                                                                                                         
시스템 성능 평가,system performance evaluation,システム性能評?                                                                                                                                                                                                                                                       
시스템 기획자,system planner,
시스템 계획,system planning,
시스템 계획 기법,system planning methodology,
시스템 전원 제어 장치,system power controller,
시스템 원리,system principle,
시스템 프로세서,system processor,
시스템 생산 시간,system production time,システム??時間                                                                                                                                                                                                                                                       
시스템 프로그램,system program,システムプログラム                                                                                                                                                                                                                                                      
시스템 프로그래머,system programmer,システムプログラマ                                                                                                                                                                                                                                                      
시스템 프로그래밍,system programming,
시스템 제안서,system proposal,
시스템 대기 영역,system queue area,
시스템 복원,system recovery,システムリカバリ?                                                                                                                                                                                                                                                      
시스템 복구 프로그램,system recovery program,
시스템 복원 시간,system recovery time,
시스템 신뢰도,system reliability,システム信?度                                                                                                                                                                                                                                                        
시스템 요구사항,system requirements,
시스템 상주,system residence,システムレジデンス                                                                                                                                                                                                                                                      
시스템 상주 볼륨,system residence volume,
시스템 자원,system resource,システム資源                                                                                                                                                                                                                                                         
시스템 자원 관리,system resource management,
시스템 자원 관리 프로그램,system resource manager,システムリソ?スマネジャ?                                                                                                                                                                                                                                                  
시스템 재시동,system restart,システム再始動                                                                                                                                                                                                                                                        
시스템 루틴,system routine,
시스템 보안,system security,システムセキュリティ                                                                                                                                                                                                                                                     
시스템 세트,system set,
시스템 세트 타입,system set type,
시스템 모의실험,system simulation,システムシュミレ?ション                                                                                                                                                                                                                                                   
시스템 모의실험 도구,system simulation tool,
체계 소프트웨어,system software,システムソフトウェア                                                                                                                                                                                                                                                     
체계 지원,system support,システム支援                                                                                                                                                                                                                                                         
시스템 감시,system surveillance,
시스템 합성,system synthesis,
시스템 태스크,system task,
시스템 시험,system test,
체계 시험 및 평가 계획,system test and evaluation plan,システム試??評?計?書                                                                                                                                                                                                                                                   
